Row.names	SAMN14088077	SAMN14088076	SAMN14088075	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AC116614.1	2.25562	3.57549	4.02577	3.57549	ENSG00000235688	antisense	chr2	949627	950274	chr2:949627	SNTG2-AS1	lncRNA	chr2	949257	951502	chr2:949257	ENSG00000235688
AC137934.1	4.043465	4.4266	4.440508	4.4266	ENSG00000260923	lincRNA	chr16	90185997	90222678	chr16:90185997	LINC02193	lncRNA	chr16	90173217	90222851	chr16:90173217	ENSG00000260923
AC144652.1	2.2714	2.16535	2.84697	2.2714	ENSG00000273117	lincRNA	chr7	155295918	155297541	chr7:155295918	INSIG1-DT	lncRNA	chr7	155295918	155297541	chr7:155295918	ENSG00000273117
AC156455.1	10.72373	10.36937	12.58015	10.72373	ENSG00000256546	processed_transcript	chr12	122063306	122068616	chr12:122063306	LINC02985	lncRNA	chr12	122063306	122068616	chr12:122063306	ENSG00000256546
AC159540.1	10.8331	11.7390790376319	12.85889	11.7390790376319	ENSG00000230606	lincRNA	chr2	97416165	97433527	chr2:97416165	LINC02969	lncRNA	chr2	97416165	97433527	chr2:97416165	ENSG00000230606
ACAA1	30.120034928	32.67355851325	30.00988	30.120034928	ENSG00000060971	protein_coding	chr3	38103129	38137242	chr3:38103129	ACAA1	protein_coding	chr3	38103129	38137242	chr3:38103129	ENSG00000060971
ACAA2	45.80803	46.22658	46.80281	46.22658	ENSG00000167315	protein_coding	chr18	49782167	49813960	chr18:49782167	ACAA2	protein_coding	chr18	49782164	49813953	chr18:49782164	ENSG00000167315
ACACA	37.784163	32.66204	37.895	37.784163	ENSG00000278540	protein_coding	chr17	37084988	37406818	chr17:37084988	ACACA	protein_coding	chr17	37084992	37406836	chr17:37084992	ENSG00000278540
ACACB	2.365286026443	2.617960133103	2.546889	2.546889	ENSG00000076555	protein_coding	chr12	109116595	109268226	chr12:109116595	ACACB	protein_coding	chr12	109116587	109268226	chr12:109116587	ENSG00000076555
ACAD10	5.69084	5.348817	6.10643	5.69084	ENSG00000111271	protein_coding	chr12	111686056	111757107	chr12:111686056	ACAD10	protein_coding	chr12	111686053	111757107	chr12:111686053	ENSG00000111271
ACAD11	21.089445	19.3424	21.20909	21.089445	ENSG00000240303	protein_coding	chr3	132558138	132660723	chr3:132558138	ACAD11	protein_coding	chr3	132558138	132660082	chr3:132558138	ENSG00000240303
ACAD8	18.3875	17.84744	18.27161	18.27161	ENSG00000151498	protein_coding	chr11	134253495	134265855	chr11:134253495	ACAD8	protein_coding	chr11	134253548	134265855	chr11:134253548	ENSG00000151498
ACAD9	31.2124	31.4569	32.4517	31.4569	ENSG00000177646	protein_coding	chr3	128879596	128916067	chr3:128879596	ACAD9	protein_coding	chr3	128879596	128924003	chr3:128879596	ENSG00000177646
ACADL	4.04098	3.8242	3.87578	3.87578	ENSG00000115361	protein_coding	chr2	210187939	210225491	chr2:210187939	ACADL	protein_coding	chr2	210187126	210225447	chr2:210187126	ENSG00000115361
ACADM	169.462732	168.7772	161.0958	168.7772	ENSG00000117054	protein_coding	chr1	75724347	75787575	chr1:75724347	ACADM	protein_coding	chr1	75724431	75787575	chr1:75724431	ENSG00000117054
ACADS	4.89567727	5.400317	5.525141	5.400317	ENSG00000122971	protein_coding	chr12	120725735	120740008	chr12:120725735	ACADS	protein_coding	chr12	120725774	120740008	chr12:120725774	ENSG00000122971
ACADSB	30.51839	28.68887	28.71533	28.71533	ENSG00000196177	protein_coding	chr10	123008979	123058311	chr10:123008979	ACADSB	protein_coding	chr10	123008979	123058290	chr10:123008979	ENSG00000196177
ACADVL	26.295099	26.067609	26.63432	26.295099	ENSG00000072778	protein_coding	chr17	7217125	7225273	chr17:7217125	ACADVL	protein_coding	chr17	7217125	7225266	chr17:7217125	ENSG00000072778
ACAP1	4.254461	3.724988	1.055028151	3.724988	ENSG00000072818	protein_coding	chr17	7336529	7351478	chr17:7336529	ACAP1	protein_coding	chr17	7336529	7351477	chr17:7336529	ENSG00000072818
ACAP2	13.8232	14.4804	14.6258	14.4804	ENSG00000114331	protein_coding	chr3	195274736	195443078	chr3:195274736	ACAP2	protein_coding	chr3	195274745	195443044	chr3:195274745	ENSG00000114331
ACAP3	6.59728	5.90335	6.28163	6.28163	ENSG00000131584	protein_coding	chr1	1292376	1309609	chr1:1292376	ACAP3	protein_coding	chr1	1292390	1309609	chr1:1292390	ENSG00000131584
ACAT1	139.738631	144.50317	141.567643	141.567643	ENSG00000075239	protein_coding	chr11	108121516	108147776	chr11:108121516	ACAT1	protein_coding	chr11	108116695	108147603	chr11:108116695	ENSG00000075239
ACAT2	59.9941	58.1732	63.772	59.9941	ENSG00000120437	protein_coding	chr6	159760328	159779055	chr6:159760328	ACAT2	protein_coding	chr6	159762045	159779112	chr6:159762045	ENSG00000120437
ACBD3	81.0382	84.3399	82.2984	82.2984	ENSG00000182827	protein_coding	chr1	226144679	226186730	chr1:226144679	ACBD3	protein_coding	chr1	226144679	226186741	chr1:226144679	ENSG00000182827
ACBD4	4.061608	5.06314027794	4.894061	4.894061	ENSG00000181513	protein_coding	chr17	45132600	45144181	chr17:45132600	ACBD4	protein_coding	chr17	45132600	45144181	chr17:45132600	ENSG00000181513
ACBD5	17.27279832125	17.462107	17.6057320010033	17.462107	ENSG00000107897	protein_coding	chr10	27195214	27242130	chr10:27195214	ACBD5	protein_coding	chr10	27168135	27243046	chr10:27168135	ENSG00000107897
ACBD6	52.3211	51.5081	54.8282	52.3211	ENSG00000230124	protein_coding	chr1	180269653	180502954	chr1:180269653	ACBD6	protein_coding	chr1	180269653	180502954	chr1:180269653	ENSG00000230124
ACBD7	12.591	11.7125	11.91	11.91	ENSG00000176244	protein_coding	chr10	15077523	15088776	chr10:15077523	ACBD7	protein_coding	chr10	15075475	15088776	chr10:15075475	ENSG00000176244
ACCS	1.00017	1.20422	1.20008	1.20008	ENSG00000110455	protein_coding	chr11	44065925	44084222	chr11:44065925	ACCS	protein_coding	chr11	44065925	44084237	chr11:44065925	ENSG00000110455
ACD	13.0566091	15.852731	14.4581600669679	14.4581600669679	ENSG00000102977	protein_coding	chr16	67657512	67660815	chr16:67657512	ACD	protein_coding	chr16	67657512	67660810	chr16:67657512	ENSG00000102977
ACER2	3.20496	3.13724	2.73663	3.13724	ENSG00000177076	protein_coding	chr9	19409059	19452020	chr9:19409059	ACER2	protein_coding	chr9	19409009	19452505	chr9:19409009	ENSG00000177076
ACER3	17.061293	19.69158	15.572193	17.061293	ENSG00000078124	protein_coding	chr11	76860867	77026797	chr11:76860867	ACER3	protein_coding	chr11	76860859	77026797	chr11:76860859	ENSG00000078124
ACHE	1.025707823234	1.1350168	1.0370164	1.0370164	ENSG00000087085	protein_coding	chr7	100889994	100896974	chr7:100889994	ACHE	protein_coding	chr7	100889994	100896974	chr7:100889994	ENSG00000087085
ACIN1	134.44818	131.59715	136.63133	134.44818	ENSG00000100813	protein_coding	chr14	23058564	23095614	chr14:23058564	ACIN1	protein_coding	chr14	23058564	23095614	chr14:23058564	ENSG00000100813
ACLY	267.8154	268.378	270.3336	268.378	ENSG00000131473	protein_coding	chr17	41866908	41930542	chr17:41866908	ACLY	protein_coding	chr17	41866917	41930542	chr17:41866917	ENSG00000131473
ACO1	32.5205433	32.44322184	32.38193144	32.44322184	ENSG00000122729	protein_coding	chr9	32384603	32454769	chr9:32384603	ACO1	protein_coding	chr9	32384603	32454769	chr9:32384603	ENSG00000122729
ACO2	57.15972	55.20089	55.56758	55.56758	ENSG00000100412	protein_coding	chr22	41469125	41528989	chr22:41469125	ACO2	protein_coding	chr22	41447830	41529273	chr22:41447830	ENSG00000100412
ACOT1	4.293517	3.5273	4.179155	4.179155	ENSG00000184227	protein_coding	chr14	73537114	73543794	chr14:73537114	ACOT1	protein_coding	chr14	73537143	73543796	chr14:73537143	ENSG00000184227
ACOT11	1.558028	1.522054	1.617448	1.558028	ENSG00000162390	protein_coding	chr1	54542257	54639192	chr1:54542257	ACOT11	protein_coding	chr1	54542257	54639192	chr1:54542257	ENSG00000162390
ACOT13	12.67766	13.04044	12.63554	12.67766	ENSG00000112304	protein_coding	chr6	24667035	24705065	chr6:24667035	ACOT13	protein_coding	chr6	24667035	24705065	chr6:24667035	ENSG00000112304
ACOT2	22.67264	21.77031	21.35059	21.77031	ENSG00000119673	protein_coding	chr14	73567620	73575658	chr14:73567620	ACOT2	protein_coding	chr14	73567620	73575658	chr14:73567620	ENSG00000119673
ACOT7	72.9597200019049	70.4845500473194	74.26156482	72.9597200019049	ENSG00000097021	protein_coding	chr1	6264269	6394391	chr1:6264269	ACOT7	protein_coding	chr1	6264269	6393767	chr1:6264269	ENSG00000097021
ACOT8	13.0064	14.6535	14.5306	14.5306	ENSG00000101473	protein_coding	chr20	45841721	45857406	chr20:45841721	ACOT8	protein_coding	chr20	45841721	45857405	chr20:45841721	ENSG00000101473
ACOT9	34.6290942	35.6049563	32.8309913	34.6290942	ENSG00000123130	protein_coding	chrX	23702253	23766475	chrX:23702253	ACOT9	protein_coding	chrX	23701055	23766475	chrX:23701055	ENSG00000123130
ACOX1	18.6116	16.74784	17.19365	17.19365	ENSG00000161533	protein_coding	chr17	75941507	75979363	chr17:75941507	ACOX1	protein_coding	chr17	75941507	75979177	chr17:75941507	ENSG00000161533
ACOX3	5.564121	6.591851	6.45404	6.45404	ENSG00000087008	protein_coding	chr4	8366282	8440723	chr4:8366282	ACOX3	protein_coding	chr4	8366282	8440723	chr4:8366282	ENSG00000087008
ACP1	163.3169	160.51048	155.513165	160.51048	ENSG00000143727	protein_coding	chr2	264140	278283	chr2:264140	ACP1	protein_coding	chr2	264140	278283	chr2:264140	ENSG00000143727
ACP2	18.2077860083016	19.252412	16.059138962	18.2077860083016	ENSG00000134575	protein_coding	chr11	47239302	47248906	chr11:47239302	ACP2	protein_coding	chr11	47239302	47248906	chr11:47239302	ENSG00000134575
ACP6	16.5462	16.8157	16.79584	16.79584	ENSG00000162836	protein_coding	chr1	147629652	147670496	chr1:147629652	ACP6	protein_coding	chr1	147629652	147670524	chr1:147629652	ENSG00000162836
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACRC	1.0820555	1.298402	1.188482738	1.188482738	ENSG00000147174	protein_coding	chrX	71578411	71613583	chrX:71578411	GCNA	protein_coding	chrX	71578437	71613583	chrX:71578437	ENSG00000147174
ACRV1	0.606725	1.355952	1.019824	1.019824	ENSG00000134940	protein_coding	chr11	125671522	125681123	chr11:125671522	ACRV1	protein_coding	chr11	125671522	125680874	chr11:125671522	ENSG00000134940
ACSF2	6.24814451276	5.243223	6.8673057531	6.24814451276	ENSG00000167107	protein_coding	chr17	50426158	50474845	chr17:50426158	ACSF2	protein_coding	chr17	50426158	50474845	chr17:50426158	ENSG00000167107
ACSF3	13.855926	14.422443	14.300705	14.300705	ENSG00000176715	protein_coding	chr16	89088375	89155846	chr16:89088375	ACSF3	protein_coding	chr16	89088375	89164121	chr16:89088375	ENSG00000176715
ACSL1	19.3322395	22.018143	20.67077	20.67077	ENSG00000151726	protein_coding	chr4	184755595	184826818	chr4:184755595	ACSL1	protein_coding	chr4	184755595	184826818	chr4:184755595	ENSG00000151726
ACSL3	90.6045	91.19	90.2167	90.6045	ENSG00000123983	protein_coding	chr2	222860934	222944639	chr2:222860934	ACSL3	protein_coding	chr2	222860942	222944639	chr2:222860942	ENSG00000123983
ACSL4	31.32445	32.97591	30.600533	31.32445	ENSG00000068366	protein_coding	chrX	109624244	109733403	chrX:109624244	ACSL4	protein_coding	chrX	109624244	109733403	chrX:109624244	ENSG00000068366
ACSL6	2.911033	2.732145	3.011186	2.911033	ENSG00000164398	protein_coding	chr5	131949973	132012243	chr5:131949973	ACSL6	protein_coding	chr5	131949973	132012243	chr5:131949973	ENSG00000164398
ACSM3	1.349205	0.9073501	1.638447	1.349205	ENSG00000005187	protein_coding	chr16	20610243	20797581	chr16:20610243	ACSM3	protein_coding	chr16	20610243	20797581	chr16:20610243	ENSG00000005187
ACSS1	10.280967	9.63117	10.9080626	10.280967	ENSG00000154930	protein_coding	chr20	25006230	25058980	chr20:25006230	ACSS1	protein_coding	chr20	25006230	25058980	chr20:25006230	ENSG00000154930
ACSS2	9.37875	9.39607	10.42506	9.39607	ENSG00000131069	protein_coding	chr20	34872146	34927962	chr20:34872146	ACSS2	protein_coding	chr20	34872146	34927962	chr20:34872146	ENSG00000131069
ACSS3	4.49802	4.29033	3.78551	4.29033	ENSG00000111058	protein_coding	chr12	80936414	81261205	chr12:80936414	ACSS3	protein_coding	chr12	80936414	81261210	chr12:80936414	ENSG00000111058
ACTA1	0.842183	1.302726	1.02235	1.02235	ENSG00000143632	protein_coding	chr1	229431245	229434098	chr1:229431245	ACTA1	protein_coding	chr1	229430365	229434104	chr1:229430365	ENSG00000143632
ACTA2	2.912301	2.93433	2.911265	2.912301	ENSG00000107796	protein_coding	chr10	88935074	88991390	chr10:88935074	ACTA2	protein_coding	chr10	88935074	88991339	chr10:88935074	ENSG00000107796
ACTB	1461.44	1494.57	1461.13	1461.44	ENSG00000075624	protein_coding	chr7	5527151	5563784	chr7:5527151	ACTB	protein_coding	chr7	5526409	5563902	chr7:5526409	ENSG00000075624
ACTG1	1921.64822001836	1916.34609228	1914.65493692661	1916.34609228	ENSG00000184009	protein_coding	chr17	81509971	81523847	chr17:81509971	ACTG1	protein_coding	chr17	81509413	81523847	chr17:81509413	ENSG00000184009
ACTL6A	69.9116	70.5762	71.0546	70.5762	ENSG00000136518	protein_coding	chr3	179562880	179588408	chr3:179562880	ACTL6A	protein_coding	chr3	179562886	179588407	chr3:179562886	ENSG00000136518
ACTN1	41.55237	40.33215774473	40.834508	40.834508	ENSG00000072110	protein_coding	chr14	68874143	68979440	chr14:68874143	ACTN1	protein_coding	chr14	68874128	68979440	chr14:68874128	ENSG00000072110
ACTN2	2.385954	2.430520228092	2.39021	2.39021	ENSG00000077522	protein_coding	chr1	236686454	236764631	chr1:236686454	ACTN2	protein_coding	chr1	236664141	236764631	chr1:236664141	ENSG00000077522
ACTN4	94.76256	93.9794483	94.540761	94.540761	ENSG00000130402	protein_coding	chr19	38647649	38731583	chr19:38647649	ACTN4	protein_coding	chr19	38647649	38731589	chr19:38647649	ENSG00000130402
ACTR10	46.0039	47.3569	45.3344	46.0039	ENSG00000131966	protein_coding	chr14	58200080	58235636	chr14:58200080	ACTR10	protein_coding	chr14	58200080	58235636	chr14:58200080	ENSG00000131966
ACTR1A	87.2641	87.296722	87.526644	87.296722	ENSG00000138107	protein_coding	chr10	102479229	102502711	chr10:102479229	ACTR1A	protein_coding	chr10	102461881	102502712	chr10:102461881	ENSG00000138107
ACTR1B	20.6344	19.3312	21.2136	20.6344	ENSG00000115073	protein_coding	chr2	97655963	97664107	chr2:97655963	ACTR1B	protein_coding	chr2	97655939	97664044	chr2:97655939	ENSG00000115073
ACTR2	288.0152697	289.619917582	286.960830329	288.0152697	ENSG00000138071	protein_coding	chr2	65227753	65271253	chr2:65227753	ACTR2	protein_coding	chr2	65227788	65271253	chr2:65227788	ENSG00000138071
ACTR3	174.5258	184.02024	166.33707	174.5258	ENSG00000115091	protein_coding	chr2	113889960	113962596	chr2:113889960	ACTR3	protein_coding	chr2	113890063	113962596	chr2:113890063	ENSG00000115091
ACTR3B	27.51573	25.440099	29.28501	27.51573	ENSG00000133627	protein_coding	chr7	152759749	152855378	chr7:152759749	ACTR3B	protein_coding	chr7	152759749	152855378	chr7:152759749	ENSG00000133627
ACTR3C	2.630547	1.56261	2.291154	2.291154	ENSG00000106526	protein_coding	chr7	150243916	150323725	chr7:150243916	ACTR3C	protein_coding	chr7	150243916	150323725	chr7:150243916	ENSG00000106526
ACTR5	11.4494	11.7025	12.6608	11.7025	ENSG00000101442	protein_coding	chr20	38748442	38772520	chr20:38748442	ACTR5	protein_coding	chr20	38748460	38772520	chr20:38748460	ENSG00000101442
ACTR6	70.321173	73.258683	67.47588	70.321173	ENSG00000075089	protein_coding	chr12	100199122	100241865	chr12:100199122	ACTR6	protein_coding	chr12	100199122	100241865	chr12:100199122	ENSG00000075089
ACTR8	43.8372	44.6631	42.4862	43.8372	ENSG00000113812	protein_coding	chr3	53867066	53882202	chr3:53867066	ACTR8	protein_coding	chr3	53867066	53882152	chr3:53867066	ENSG00000113812
ACTRT3	4.35767	3.74187	3.94097	3.94097	ENSG00000184378	protein_coding	chr3	169766921	169769895	chr3:169766921	ACTRT3	protein_coding	chr3	169766921	169769561	chr3:169766921	ENSG00000184378
ACVR1	7.214961	6.1379309	6.493794	6.493794	ENSG00000115170	protein_coding	chr2	157736444	157875862	chr2:157736444	ACVR1	protein_coding	chr2	157736251	157876330	chr2:157736251	ENSG00000115170
ACVR1B	13.877494	13.453687	13.4037058	13.453687	ENSG00000135503	protein_coding	chr12	51951667	51997078	chr12:51951667	ACVR1B	protein_coding	chr12	51951699	51997078	chr12:51951699	ENSG00000135503
ACVR1C	1.500191	1.2421589	1.577492	1.500191	ENSG00000123612	protein_coding	chr2	157526767	157629005	chr2:157526767	ACVR1C	protein_coding	chr2	157526767	157628864	chr2:157526767	ENSG00000123612
ACVR2A	10.31138	11.35501	9.99792	10.31138	ENSG00000121989	protein_coding	chr2	147844517	147930826	chr2:147844517	ACVR2A	protein_coding	chr2	147844517	147930826	chr2:147844517	ENSG00000121989
ACVR2B	14.2023	13.5175	15.0234	14.2023	ENSG00000114739	protein_coding	chr3	38453851	38493142	chr3:38453851	ACVR2B	protein_coding	chr3	38453890	38493142	chr3:38453890	ENSG00000114739
ACVR2B-AS1	2.05047	2.01619	1.60121	2.01619	ENSG00000229589	antisense	chr3	38451027	38454820	chr3:38451027	ACVR2B-AS1	lncRNA	chr3	38451027	38454820	chr3:38451027	ENSG00000229589
ACY1	13.6541	13.7280075	14.94506	13.7280075	ENSG00000243989	protein_coding	chr3	51983340	51989197	chr3:51983340	ACY1	protein_coding	chr3	51983340	51989197	chr3:51983340	ENSG00000243989
ACYP1	39.05169	46.05419	44.1358	44.1358	ENSG00000119640	protein_coding	chr14	75053221	75069483	chr14:75053221	ACYP1	protein_coding	chr14	75053237	75069483	chr14:75053237	ENSG00000119640
ACYP2	8.7708256	9.6436137	8.322532	8.7708256	ENSG00000170634	protein_coding	chr2	53970838	54305300	chr2:53970838	ACYP2	protein_coding	chr2	53970838	54305300	chr2:53970838	ENSG00000170634
ADA	11.683	12.24343	11.886169	11.886169	ENSG00000196839	protein_coding	chr20	44619522	44652233	chr20:44619522	ADA	protein_coding	chr20	44584896	44652252	chr20:44584896	ENSG00000196839
ADAL	16.044403	15.22221	14.456505	15.22221	ENSG00000168803	protein_coding	chr15	43330674	43354555	chr15:43330674	ADAL	protein_coding	chr15	43330672	43354569	chr15:43330672	ENSG00000168803
ADAM10	30.69235007	27.384614	25.993532	27.384614	ENSG00000137845	protein_coding	chr15	58588807	58749978	chr15:58588807	ADAM10	protein_coding	chr15	58588809	58749791	chr15:58588809	ENSG00000137845
ADAM11	3.89044	4.035752	4.051113	4.035752	ENSG00000073670	protein_coding	chr17	44759031	44781846	chr17:44759031	ADAM11	protein_coding	chr17	44758988	44781846	chr17:44758988	ENSG00000073670
ADAM15	26.2231610042351	28.196292524	27.38576530693	27.38576530693	ENSG00000143537	protein_coding	chr1	155050566	155062775	chr1:155050566	ADAM15	protein_coding	chr1	155050566	155062775	chr1:155050566	ENSG00000143537
ADAM17	20.5918336	21.48784	21.655555	21.48784	ENSG00000151694	protein_coding	chr2	9488486	9555792	chr2:9488486	ADAM17	protein_coding	chr2	9488486	9556732	chr2:9488486	ENSG00000151694
ADAM19	1.51114	1.34104	1.43015	1.43015	ENSG00000135074	protein_coding	chr5	157395534	157575775	chr5:157395534	ADAM19	protein_coding	chr5	157395534	157575775	chr5:157395534	ENSG00000135074
ADAM22	7.0678939	5.42585660020263	6.64015016088	6.64015016088	ENSG00000008277	protein_coding	chr7	87934143	88202889	chr7:87934143	ADAM22	protein_coding	chr7	87934143	88202889	chr7:87934143	ENSG00000008277
ADAM23	7.8145	7.57798	7.46449	7.57798	ENSG00000114948	protein_coding	chr2	206443539	206621130	chr2:206443539	ADAM23	protein_coding	chr2	206443532	206621127	chr2:206443532	ENSG00000114948
ADAM9	53.927664	57.1438012	53.6965156	53.927664	ENSG00000168615	protein_coding	chr8	38996869	39105144	chr8:38996869	ADAM9	protein_coding	chr8	38996754	39105445	chr8:38996754	ENSG00000168615
ADAMTS1	27.3004	26.922	27.3286	27.3004	ENSG00000154734	protein_coding	chr21	26835747	26845409	chr21:26835747	ADAMTS1	protein_coding	chr21	26835755	26845409	chr21:26835755	ENSG00000154734
ADAMTS13	2.0120105	2.165709	2.073421	2.073421	ENSG00000160323	protein_coding	chr9	133414358	133459402	chr9:133414358	ADAMTS13	protein_coding	chr9	133414358	133459402	chr9:133414358	ENSG00000160323
ADAMTS17	2.08419	2.06698	1.97719	2.06698	ENSG00000140470	protein_coding	chr15	99971589	100342005	chr15:99971589	ADAMTS17	protein_coding	chr15	99971437	100342005	chr15:99971437	ENSG00000140470
ADAMTS19	1.7424	1.55813	1.81256	1.7424	ENSG00000145808	protein_coding	chr5	129460265	129738683	chr5:129460265	ADAMTS19	protein_coding	chr5	129460281	129738683	chr5:129460281	ENSG00000145808
ADAMTS2	1.521331	1.482734	1.729714	1.521331	ENSG00000087116	protein_coding	chr5	179110851	179345430	chr5:179110851	ADAMTS2	protein_coding	chr5	179110853	179345461	chr5:179110853	ENSG00000087116
ADAMTS20	1.345942	1.334842	1.272464	1.334842	ENSG00000173157	protein_coding	chr12	43353866	43551921	chr12:43353866	ADAMTS20	protein_coding	chr12	43353866	43552203	chr12:43353866	ENSG00000173157
ADAMTS3	4.87485	5.25067	5.00052	5.00052	ENSG00000156140	protein_coding	chr4	72280969	72568799	chr4:72280969	ADAMTS3	protein_coding	chr4	72280969	72569221	chr4:72280969	ENSG00000156140
