hek293t	hct116	mcf7	c42b	pct_peaks
YIPF1	0	1	1	1	0.75
NDC1	1	1	1	1	1
DGKG	NA	1	NA	NA	1
FLYWCH1	1	1	0	1	0.75
UNKL	1	1	0	1	0.75
TBXAS1	NA	NA	NA	1	1
PARP12	NA	1	1	1	1
ALDH18A1	1	1	1	1	1
TARBP1	1	1	1	1	1
GATB	0	0	0	0	0
MXD1	1	1	1	0	0.75
CDK17	1	1	1	1	1
DNAJC25	1	1	1	1	1
SLC2A3	0	0	NA	NA	0
PSD	NA	1	NA	NA	1
CTDP1	0	0	0	1	0.25
YBX3	1	1	1	1	1
STYK1	NA	0	0	0	0
WNK1	1	1	1	1	1
CCAR1	1	1	1	1	1
OGFR	1	1	1	0	0.75
GNA15	NA	NA	NA	NA	NA
CREB3L3	NA	NA	NA	NA	NA
PIGV	1	1	1	1	1
PTPRU	1	1	1	1	1
SNRNP40	1	1	1	1	1
RIMBP2	NA	NA	NA	NA	NA
COL11A1	NA	NA	NA	NA	NA
QSER1	1	1	1	1	1
MPC1	1	0	0	0	0.25
ACAA1	1	1	1	1	1
BCAT1	1	NA	NA	0	0.5
HDAC7	1	1	1	1	1
LZTS1	NA	NA	NA	NA	NA
PRDM6	0	NA	NA	NA	0
WNT8A	NA	NA	NA	NA	NA
SPAG4	1	1	0	1	0.75
NCKAP1	1	1	1	1	1
MRPS35	0	0	1	1	0.5
GUCY1B3	1	NA	NA	1	1
SFSWAP	1	1	1	1	1
TNK2	0	1	1	1	0.75
MON2	1	1	1	0	0.75
CDH3	NA	1	0	0	0.333333333333333
ARSF	NA	NA	NA	NA	NA
GPBP1	1	1	1	1	1
DGAT2	1	NA	0	0	0.333333333333333
ZNF112	1	1	1	1	1
CS	1	1	0	1	0.75
LTK	NA	0	NA	NA	0
MRPS24	1	1	1	1	1
ELMO2	1	1	1	1	1
WAPL	1	1	1	0	0.75
VMP1	0	1	0	0	0.25
APPBP2	1	1	0	1	0.75
POLD1	1	1	0	1	0.75
SEZ6	NA	NA	NA	NA	NA
EIF4B	1	1	0	0	0.5
SLC6A16	NA	0	NA	0	0
GLTSCR1	1	1	1	1	1
SPHK2	0	1	1	0	0.5
RPL18	0	0	0	0	0
CA11	0	0	NA	NA	0
ISOC2	1	0	0	1	0.5
U2AF2	1	1	0	1	0.75
EPN1	1	1	1	1	1
MED29	1	1	1	1	1
AHRR	0	1	NA	NA	0.5
GSC2	NA	NA	NA	NA	NA
ZNF275	1	1	1	1	1
MTMR1	1	1	1	1	1
GPC1	1	1	1	1	1
ADCK1	1	1	1	1	1
HAGH	1	1	1	1	1
RNF4	1	1	1	1	1
CASP8	0	1	0	1	0.5
LIMCH1	0	1	0	1	0.5
ASUN	1	1	0	0	0.5
TM7SF3	0	0	1	0	0.25
DLX3	NA	NA	0	NA	0
SPA17	1	1	0	1	0.75
TSPAN32	NA	NA	NA	NA	NA
WISP2	NA	NA	1	NA	1
DMRT3	NA	NA	NA	NA	NA
ST3GAL6	0	1	NA	NA	0.5
ATP2C2	NA	0	0	1	0.333333333333333
NGFR	NA	1	NA	NA	1
CDON	0	0	0	0	0
TAF2	0	1	0	0	0.25
HIPK2	0	1	0	1	0.5
TNPO3	1	1	1	1	1
BORCS8-MEF2B	1	1	0	1	0.75
RFXANK	0	0	0	0	0
TMEM161A	1	1	0	1	0.75
LPAR2	NA	1	1	1	1
CTSA	0	0	0	0	0
SUGP2	1	1	1	1	1
SLC12A2	0	1	1	1	0.75
SNX24	1	1	1	1	1
EYA2	1	NA	1	1	1
CNN2	0	0	0	0	0
ABCA7	1	1	0	1	0.75
SNCAIP	NA	NA	NA	NA	NA
DDX20	0	0	0	0	0
BTBD1	1	1	1	1	1
FAR2	1	1	NA	0	0.666666666666667
BCAS1	NA	NA	1	NA	1
POU1F1	NA	NA	NA	NA	NA
CHI3L2	NA	NA	NA	NA	NA
SBNO2	1	1	1	1	1
PMS1	1	1	1	1	1
HMG20B	1	1	0	1	0.75
CALCRL	0	NA	NA	NA	0
TAF11	0	1	1	1	0.75
ANKS1A	0	0	0	1	0.25
AP3D1	1	1	1	1	1
ZNF76	1	1	1	1	1
SLC9A3R2	1	1	1	0	0.75
NTHL1	0	1	0	1	0.5
UHRF1BP1	1	1	1	1	1
GNAI3	1	1	1	1	1
IPO5	1	1	1	1	1
OAT	1	1	1	1	1
WDR3	0	0	1	0	0.25
PKN2	1	1	1	1	1
WDR18	1	1	0	1	0.75
TRAM2	0	0	0	0	0
NTN1	1	0	1	NA	0.666666666666667
GLP2R	NA	NA	NA	NA	NA
MCM10	1	1	0	1	0.75
DGKA	1	1	0	0	0.5
ERBB3	0	0	1	1	0.5
ROPN1	NA	NA	NA	NA	NA
ANKRD44	1	1	1	1	1
KARS	1	0	0	0	0.25
ADAT1	1	1	1	1	1
PDIA5	1	1	1	1	1
TBC1D22B	1	0	0	0	0.25
NDUFB4	1	1	1	1	1
SPEN	0	0	0	0	0
MYLK	0	0	0	0	0
ZC3H15	1	1	1	1	1
MAP2K4	1	1	1	1	1
TMEM206	1	0	1	1	0.75
SNAP91	1	NA	NA	NA	1
SLK	1	1	1	1	1
CYB5R4	1	1	0	0	0.5
COL17A1	NA	1	NA	NA	1
GSTO2	1	1	1	1	1
SEC61A2	1	1	1	1	1
PRKCQ	1	NA	NA	NA	1
TLE2	0	0	0	0	0
ASB1	1	1	1	1	1
FAM107B	1	1	0	1	0.75
ME1	1	1	1	1	1
TBC1D1	0	1	1	1	0.75
CDK13	0	0	0	1	0.25
MTHFD2	0	1	1	0	0.5
SLC9A7	1	1	1	1	1
FOXJ2	1	1	1	1	1
YBX1	1	1	1	1	1
PDE4A	0	1	NA	0	0.333333333333333
PPP2R5A	1	1	1	1	1
CTNNA2	NA	NA	NA	NA	NA
ELAVL1	1	1	1	1	1
TIE1	NA	NA	NA	NA	NA
DIP2B	1	1	1	1	1
SMARCD1	1	1	1	1	1
KDM4A	1	1	1	1	1
NFYC	1	1	1	1	1
ZMYND12	NA	NA	NA	NA	NA
SLC9A3	NA	NA	NA	NA	NA
NGEF	0	1	0	0	0.25
ASPM	0	0	1	0	0.25
CD84	NA	NA	NA	NA	NA
ELOVL1	1	1	1	1	1
SPI1	NA	NA	NA	NA	NA
ZNRD1	0	0	0	0	0
MPPED2	1	NA	1	NA	1
CLDN18	NA	NA	NA	NA	NA
ZBTB11	1	0	0	0	0.25
ATXN3	1	1	0	0	0.5
GOLGA5	1	1	1	1	1
FGFR2	1	1	0	1	0.75
LRRC40	1	1	1	1	1
ISOC1	1	1	1	1	1
EML1	1	1	1	1	1
TRMT11	0	0	0	0	0
THUMPD1	1	1	1	1	1
MSANTD3	1	1	1	1	1
KIF26A	1	1	1	NA	1
ATG2B	0	0	0	0	0
ARFGEF1	1	1	1	1	1
ACSM2B	NA	NA	NA	NA	NA
ZFAT	1	1	1	1	1
MTFR1	1	1	0	0	0.5
STAG3	NA	NA	0	0	0
FECH	1	1	1	1	1
MYO9A	1	1	1	1	1
DDX3Y	NA	0	NA	NA	0
PFKP	1	1	1	1	1
IDI1	1	1	1	1	1
SP100	NA	1	1	1	1
KLF6	1	1	1	1	1
PLPP1	1	1	1	1	1
NEO1	1	1	1	1	1
TRAM1	1	1	1	1	1
PHKA1	1	1	1	1	1
TNFRSF1A	1	1	1	1	1
CACNB1	1	1	1	0	0.75
EVI5	1	1	1	1	1
STOML1	1	1	0	1	0.75
PKM	1	1	1	1	1
DHX29	1	1	1	1	1
DNTTIP2	1	1	1	1	1
METTL22	1	1	1	1	1
TP53BP1	0	0	0	0	0
TRO	0	NA	NA	NA	0
RRP15	1	0	1	0	0.5
RHOA	1	1	1	1	1
DHX8	1	1	0	1	0.75
PRKCZ	1	0	0	1	0.5
ZFY	NA	0	NA	NA	0
IARS2	1	1	1	1	1
SYT1	0	0	0	NA	0
NAV3	NA	0	NA	NA	0
IDH3G	0	0	0	0	0
ROGDI	1	0	0	1	0.5
PDZD4	0	NA	0	0	0
ATP2B3	NA	NA	NA	NA	NA
ROCK1	1	1	1	1	1
CBFB	1	1	1	1	1
PDK3	1	1	1	0	0.75
HYAL2	1	1	1	1	1
HDAC4	0	1	0	0	0.25
RASSF1	1	1	1	1	1
FGFR3	0	1	1	1	0.75
IFI35	0	0	0	0	0
HEATR6	1	1	0	1	0.75
COASY	1	1	1	1	1
PLEKHH3	0	1	1	1	0.75
MEF2A	1	1	1	0	0.75
OTUD5	1	1	0	1	0.75
TFE3	1	1	0	1	0.75
TBC1D25	1	0	0	0	0.25
ACSL4	0	1	NA	0	0.333333333333333
INPP5A	1	1	1	1	1
GPKOW	0	0	0	0	0
GRIPAP1	0	0	0	0	0
FTSJ1	1	0	0	1	0.5
PRR11	1	0	0	0	0.25
REEP1	0	0	NA	NA	0
ATP11A	1	1	1	1	1
POLR1A	1	1	1	1	1
LAPTM4A	1	1	1	1	1
TTC7A	1	1	1	0	0.75
IP6K2	1	1	0	0	0.5
STON1-GTF2A1L	NA	NA	NA	NA	NA
SRBD1	0	0	0	0	0
KIF2A	1	1	1	1	1
RASGRP2	0	0	NA	NA	0
PSME4	1	1	0	1	0.75
IFT80	0	0	1	0	0.25
SIRT2	0	1	0	1	0.5
ERLEC1	0	1	1	0	0.5
PPP2R5B	1	1	0	0	0.5
PYGM	NA	NA	NA	NA	NA
PAGE1	NA	NA	NA	1	1
PITX1	1	1	1	1	1
TRPC7	NA	NA	NA	NA	NA
MAST4	1	NA	1	0	0.666666666666667
ADGRF5	NA	NA	NA	NA	NA
SDK2	1	NA	NA	NA	1
ADAM7	NA	NA	NA	0	0
NUP133	1	1	1	1	1
NUCKS1	1	1	1	1	1
VPS35	1	1	1	1	1
DNAJA2	1	1	1	1	1
BCL3	NA	1	1	1	1
KCNAB2	0	1	1	1	0.75
ABCC9	0	NA	0	0	0
GAL	1	1	0	1	0.75
CLEC2D	0	NA	0	0	0
FUNDC1	0	0	0	NA	0
MAOB	NA	0	NA	NA	0
RORA	1	NA	1	NA	1
DRD4	NA	NA	NA	0	0
TGFBR3	1	1	NA	0	0.666666666666667
PLA2G10	NA	NA	0	NA	0
HES2	NA	1	NA	0	0.5
ATP1B3	1	1	1	1	1
NEDD4	1	1	1	0	0.75
PIGB	1	0	0	0	0.25
MAPK6	0	1	1	1	0.75
GNB5	1	1	1	1	1
RAB27A	0	0	1	0	0.25
CECR5	1	1	1	1	1
UFD1L	1	1	1	1	1
LRP6	1	1	1	1	1
GUCY2C	NA	NA	NA	NA	NA
SCT	NA	NA	NA	0	0
PHRF1	1	1	1	1	1
IKBKAP	1	1	1	1	1
NUCB2	1	1	1	1	1
PFN2	1	0	1	1	0.75
PTPN3	0	1	1	1	0.75
SPTB	1	0	NA	NA	0.5
DAPP1	NA	NA	NA	NA	NA
FGF10	NA	NA	NA	NA	NA
SLC44A1	1	1	1	1	1
TMEM260	0	1	1	1	0.75
SMG6	0	1	0	0	0.25
EXOC5	1	1	1	1	1
CLTCL1	1	1	NA	1	1
FGF22	NA	NA	NA	NA	NA
FSTL3	1	1	1	1	1
DGCR2	0	1	1	1	0.75
RNF126	1	1	1	1	1
MNT	1	1	1	1	1
ZXDC	1	1	1	1	1
JMJD6	1	1	1	1	1
POLB	1	1	1	1	1
ST6GALNAC1	NA	NA	NA	0	0
WIPI1	0	1	1	0	0.5
FRMPD1	NA	NA	NA	0	0
GBA2	1	1	1	1	1
NDST1	1	1	1	1	1
ASNS	1	1	1	1	1
AP3M2	1	1	1	1	1
CNGB1	NA	NA	NA	NA	NA
ST6GALNAC2	NA	1	1	NA	1
CHAT	NA	NA	NA	NA	NA
PABPC1	1	1	1	1	1
TESK2	0	0	0	0	0
CFAP20	1	1	0	1	0.75
CSNK2A2	1	0	0	0	0.25
PTPN21	1	1	1	1	1
EIF2B3	1	1	0	1	0.75
CAMK2A	NA	NA	NA	NA	NA
TCOF1	1	1	1	1	1
CDC42	1	1	0	1	0.75
OSBPL3	1	1	NA	1	1
EPHA8	0	NA	NA	NA	0
SLC12A3	NA	NA	NA	NA	NA
RAD18	1	1	1	1	1
ATP2B1	0	1	1	1	0.75
TRPM5	NA	NA	NA	NA	NA
NCK2	1	1	1	1	1
MAP4K4	1	1	1	1	1
MGAT4A	1	1	1	NA	1
RPL31	1	1	1	1	1
WDR1	1	1	1	1	1
SNX13	1	1	0	1	0.75
MS4A12	NA	NA	NA	NA	NA
ARHGAP10	1	1	1	1	1
RPS6KA2	1	0	1	1	0.75
ING3	0	0	0	0	0
VASH1	0	0	0	NA	0
LMCD1	0	0	0	NA	0
WBSCR22	1	1	1	1	1
SEL1L	1	1	1	1	1
TRIP13	0	0	0	0	0
ATP6AP1	0	1	1	0	0.5
TCF3	0	1	0	1	0.5
TRIB2	1	1	1	0	0.75
DAZAP1	0	1	1	1	0.75
MBD3	1	1	1	1	1
PRLH	NA	NA	0	NA	0
HLTF	1	0	0	1	0.5
FAM50A	1	1	1	1	1
FAM3A	1	1	1	1	1
CPSF1	1	1	1	1	1
MYO3B	NA	NA	NA	NA	NA
CYBRD1	1	1	NA	NA	1
CDH19	NA	NA	NA	0	0
PDCD2	1	1	1	1	1
SLC6A15	0	NA	NA	NA	0
RDH11	0	0	0	0	0
PRKACA	1	1	1	1	1
ADGRL1	0	1	1	1	0.75
SPP2	NA	NA	NA	NA	NA
ACTN1	1	1	1	1	1
ZFYVE26	0	0	0	0	0
RPS6KA6	0	NA	1	1	0.666666666666667
EPN2	1	1	0	0	0.5
PTPN18	1	1	1	1	1
LIMS2	NA	0	NA	NA	0
ASIC4	NA	NA	NA	NA	NA
SPEG	0	0	0	NA	0
LNX1	0	0	0	0	0
ALDH3A2	1	1	1	1	1
TFRC	1	1	1	1	1
SREBF1	1	1	1	1	1
TRPC5	NA	NA	NA	NA	NA
AFF4	1	1	1	1	1
UBE2D1	1	1	1	1	1
MPP5	0	0	0	0	0
RHOBTB1	1	NA	1	NA	1
SMC1A	1	1	1	1	1
HSD17B10	1	0	0	0	0.25
MARK2	1	1	1	1	1
HMMR	0	0	0	0	0
CHFR	1	NA	1	1	1
TRHDE	NA	0	NA	NA	0
P4HA2	1	1	1	0	0.75
FCGR2B	NA	NA	NA	NA	NA
NFATC3	1	1	1	1	1
TRNT1	1	1	1	1	1
ACADVL	0	1	0	1	0.5
STK10	1	1	0	0	0.5
FBXW11	1	1	1	1	1
ACAP1	0	0	0	0	0
CRMP1	0	NA	NA	0	0
EVC	1	NA	NA	1	1
DERL2	0	0	0	0	0
SIDT1	NA	NA	1	NA	1
NDE1	1	1	0	0	0.5
MRVI1	NA	1	NA	NA	1
TMEM38A	1	1	0	0	0.5
AP1M1	1	1	1	1	1
PVR	1	1	1	1	1
XRCC1	0	0	0	0	0
SCARB1	1	1	1	1	1
CYP2W1	NA	NA	NA	NA	NA
MCM2	1	1	1	1	1
MOV10L1	NA	NA	NA	NA	NA
PANX2	0	0	0	0	0
SELO	1	1	1	1	1
TP63	NA	NA	0	NA	0
ALPK1	0	1	0	0	0.25
LLGL2	0	1	1	1	0.75
PDE8A	1	1	1	1	1
CLCN4	NA	0	NA	0	0
NLE1	1	1	1	1	1
SDHA	1	1	0	1	0.75
SMARCE1	1	1	1	1	1
FNDC8	NA	NA	NA	NA	NA
GSDMB	0	0	0	0	0
KDM5A	1	1	1	1	1
ADAM11	0	1	NA	0	0.333333333333333
PPP2R3A	1	1	1	1	1
FERMT2	0	1	1	0	0.5
ABCB11	NA	NA	NA	NA	NA
DHRS9	NA	NA	NA	NA	NA
CD5L	NA	NA	NA	NA	NA
PTGS2	NA	NA	NA	NA	NA
IGF2BP2	1	1	0	NA	0.666666666666667
MAP3K13	0	0	0	0	0
ST6GAL1	0	1	NA	1	0.666666666666667
TBX21	NA	NA	NA	NA	NA
FRY	NA	NA	NA	1	1
PICALM	1	1	1	0	0.75
NSF	0	0	0	0	0
GLI2	1	1	NA	NA	1
CLASP1	1	0	0	1	0.5
MRPS34	1	1	1	1	1
NOTCH3	0	0	0	0	0
CLNS1A	1	1	1	1	1
PPP2R2C	1	1	1	1	1
TEAD2	0	0	0	0	0
EED	0	0	0	0	0
CDHR2	NA	NA	NA	NA	NA
SNCB	1	NA	NA	NA	1
TSG101	1	1	1	1	1
NCBP3	1	1	1	1	1
ATP2A3	0	1	0	NA	0.333333333333333
CA12	0	NA	1	1	0.666666666666667
MGLL	NA	1	0	1	0.666666666666667
NTN4	1	1	0	NA	0.666666666666667
BCS1L	1	1	1	1	1
NUAK1	1	1	1	1	1
DPP8	1	1	1	1	1
SLC24A1	0	0	0	0	0
ZNF532	1	1	1	1	1
SCARF1	NA	NA	NA	NA	NA
LMAN1	1	1	1	1	1
HACD3	1	1	1	1	1
IPCEF1	NA	NA	NA	NA	NA
ZZEF1	1	1	1	1	1
NOX3	NA	NA	NA	NA	NA
ENO1	0	1	1	1	0.75
SLC12A1	NA	NA	NA	NA	NA
MYDGF	1	1	1	1	1
ANO8	1	1	1	1	1
TUBE1	0	0	0	0	0
ARHGEF10L	1	1	1	1	1
TXK	NA	NA	NA	NA	NA
WSCD2	NA	NA	NA	NA	NA
KCNQ2	1	1	NA	1	1
TACR2	NA	NA	NA	1	1
ACTR6	1	1	1	1	1
TIPIN	1	1	0	1	0.75
SRI	1	1	1	1	1
EIF4G3	0	0	0	0	0
NUP37	1	1	1	1	1
SEMA3A	0	0	NA	NA	0
GTSE1	1	1	1	1	1
SEMA3C	0	0	1	0	0.25
TTC38	1	1	1	1	1
ACAT1	1	1	0	1	0.75
GRAMD4	0	1	1	1	0.75
CELSR1	1	1	1	1	1
WNT8B	NA	NA	NA	0	0
ZNF638	1	1	1	1	1
SLC25A40	0	0	0	1	0.25
TIMM21	0	0	0	0	0
ADD2	1	NA	NA	NA	1
FGF4	NA	NA	NA	NA	NA
RASAL2	0	0	0	0	0
VPS9D1	0	1	1	1	0.75
ZNF37A	1	1	1	1	1
MARK3	1	1	1	1	1
SLC25A3	1	1	1	1	1
FNDC3B	1	1	1	1	1
FOSL2	0	1	1	0	0.5
CACNG5	NA	NA	NA	NA	NA
CACNG4	NA	NA	0	NA	0
FRYL	1	1	1	1	1
TMEM131	1	1	1	1	1
FSCN1	1	1	0	0	0.5
ACTB	1	1	1	1	1
MOCOS	0	1	1	1	0.75
PLD1	1	1	1	NA	1
ATP12A	NA	NA	NA	NA	NA
WDR62	0	0	0	0	0
DLG1	1	1	1	1	1
RAB7A	1	1	1	1	1
BCAP29	0	1	1	1	0.75
SEC31B	0	0	NA	NA	0
SART3	1	1	1	0	0.75
ARHGAP15	NA	NA	NA	NA	NA
TUBA3D	NA	NA	0	0	0
PAX2	NA	1	NA	NA	1
EXOSC7	1	1	1	1	1
KIFAP3	0	1	1	0	0.5
MKRN2	1	1	1	1	1
MCM6	1	1	1	1	1
REXO2	0	0	0	0	0
RBM7	1	1	0	0	0.5
RBMS2	0	0	0	0	0
BAZ2A	0	1	1	1	0.75
PTPN23	0	0	1	0	0.25
MLH1	NA	1	1	1	1
UNG	1	1	1	1	1
FMO4	0	NA	0	0	0
KLHL20	1	1	1	1	1
RGS11	NA	NA	NA	0	0
SLC46A1	1	1	1	1	1
PLXNA2	0	NA	0	NA	0
SPAG5	1	1	0	0	0.5
ANKRD13A	1	1	0	1	0.75
TPD52	1	1	1	1	1
ACACB	0	0	NA	0	0
TRAF4	1	0	1	1	0.75
PAG1	0	0	NA	0	0
GPATCH1	1	1	0	1	0.75
ICAM3	NA	0	0	0	0
NT5C2	1	1	1	1	1
MCAM	1	1	NA	NA	1
GPC4	1	1	1	NA	1
MBNL3	1	1	1	1	1
CAMSAP3	1	1	1	1	1
RAP1GAP	1	1	0	0	0.5
XAB2	1	1	1	1	1
ARHGEF1	1	1	1	1	1
STXBP2	0	1	1	1	0.75
MAP2K7	0	0	0	0	0
NMRK2	NA	NA	NA	NA	NA
DGKD	1	1	1	1	1
CTTNBP2	1	1	NA	NA	1
ACTL6B	NA	NA	NA	NA	NA
RARB	0	NA	NA	0	0
TOP2B	1	1	1	1	1
TM9SF3	1	1	1	1	1
NFKB2	1	1	1	1	1
UBE2T	0	0	0	0	0
PPP1R12B	0	0	0	0	0
DNAJC10	1	1	1	1	1
GTF3C1	1	1	1	1	1
IL4R	1	1	1	NA	1
USP33	1	1	1	1	1
PAK3	NA	NA	NA	NA	NA
CAPN6	NA	NA	NA	NA	NA
DCX	NA	NA	NA	NA	NA
SNRPA	0	1	0	0	0.25
SPAG6	NA	NA	NA	NA	NA
EXOSC5	0	0	0	0	0
DYNC1I2	1	1	1	1	1
APBB1IP	NA	NA	NA	NA	NA
LRCH4	0	1	1	1	0.75
FAM76B	1	1	1	1	1
SIRT6	1	1	0	1	0.75
TYR	NA	NA	NA	NA	NA
POLD3	1	1	0	0	0.5
ACTN2	1	NA	NA	NA	1
CAPZB	1	1	1	1	1
GPR137B	1	0	1	0	0.5
NAALAD2	0	NA	NA	0	0
JADE1	1	1	1	1	1
SLC25A43	1	1	1	1	1
UBE2A	1	1	1	1	1
FGFR1	1	1	0	0	0.5
FKBP6	NA	NA	NA	NA	NA
SMC1B	NA	NA	NA	NA	NA
FBLN1	1	1	0	1	0.75
ITGA8	0	NA	NA	NA	0
CST7	NA	NA	NA	NA	NA
MAP2	NA	1	1	0	0.666666666666667
PIAS2	1	1	1	1	1
AMPH	0	NA	NA	NA	0
ARAF	0	0	0	0	0
MCCC1	1	1	0	1	0.75
LAMP3	1	NA	NA	NA	1
FAP	NA	NA	NA	NA	NA
NEBL	0	0	1	1	0.5
ACER3	1	1	1	1	1
UBE2K	1	1	1	1	1
PIK3C3	1	1	0	0	0.5
N4BP2	1	1	1	1	1
TIGAR	1	1	1	1	1
TULP3	1	1	0	1	0.75
SYNJ2	1	1	0	1	0.75
ADCY2	NA	NA	NA	NA	NA
PPP2R5C	1	1	1	1	1
RBFOX1	NA	NA	NA	NA	NA
GNB1	1	1	1	1	1
HOXA9	1	1	NA	NA	1
EDN1	NA	NA	0	NA	0
MLLT10	1	1	1	1	1
ZCWPW1	1	NA	1	1	1
ADCYAP1R1	0	NA	NA	NA	0
FGF20	NA	NA	NA	NA	NA
P2RY10	NA	NA	NA	NA	NA
ITM2A	NA	NA	NA	NA	NA
NRDC	NA	0	0	NA	0
VDAC3	1	1	1	1	1
PCM1	1	1	1	1	1
TNRC6C	0	1	1	0	0.5
CBFA2T2	1	1	1	1	1
BRINP1	NA	NA	NA	NA	NA
ITCH	1	1	1	1	1
PKD2L2	NA	NA	NA	NA	NA
TP53INP2	1	1	0	1	0.75
SDF4	1	1	1	1	1
MYH7B	NA	NA	NA	NA	NA
BPIFB2	NA	NA	NA	NA	NA
TP73	1	1	1	0	0.75
TOLLIP	0	0	1	1	0.5
UBE2D4	0	1	0	0	0.25
CLUL1	0	NA	NA	NA	0
RUNX1T1	0	NA	NA	NA	0
CDH17	NA	NA	NA	NA	NA
THOC1	1	1	0	1	0.75
FKBP7	1	0	NA	0	0.333333333333333
OSBPL6	1	1	1	1	1
SLC1A3	0	0	NA	0	0
XRCC5	1	1	1	1	1
LXN	0	NA	1	NA	0.5
SP140	NA	0	NA	NA	0
MKNK1	0	0	0	0	0
TNS1	NA	1	NA	0	0.5
REXO1	1	1	1	1	1
SAR1A	1	1	1	1	1
CDC14A	1	1	0	0	0.5
RAPGEF3	NA	NA	NA	0	0
CEACAM1	NA	NA	NA	NA	NA
SENP1	0	1	1	1	0.75
DUSP13	NA	NA	0	NA	0
CIC	1	1	0	0	0.5
LIPE	1	1	NA	NA	1
FDFT1	1	1	1	1	1
PAFAH1B3	1	1	1	0	0.75
OPHN1	0	0	1	0	0.25
AFM	NA	NA	NA	NA	NA
KIF22	1	1	1	1	1
SCGN	NA	NA	NA	NA	NA
LRRC16A	1	1	1	1	1
PGM1	1	0	0	0	0.25
DDX1	1	1	1	1	1
DNM2	1	1	1	1	1
EPB41L2	1	1	0	0	0.5
RIMS1	NA	NA	NA	1	1
MOXD1	1	NA	NA	NA	1
STX7	1	1	1	1	1
RABL2B	0	0	0	1	0.25
KEAP1	1	1	1	1	1
DDX43	NA	NA	0	0	0
PTPRH	NA	1	NA	NA	1
DCT	NA	NA	NA	NA	NA
SLC35C2	1	1	1	1	1
CRYBG3	1	1	1	1	1
EPHA6	0	NA	1	0	0.333333333333333
SCTR	NA	NA	NA	NA	NA
RFX3	0	0	0	1	0.25
RIF1	1	1	1	1	1
RAB21	1	1	1	1	1
SLC4A4	1	NA	NA	1	1
SMARCA2	1	1	1	1	1
RDH8	NA	NA	NA	NA	NA
SESN1	1	1	1	1	1
MID2	1	1	1	1	1
PIH1D3	NA	NA	NA	NA	NA
COL5A3	NA	NA	NA	NA	NA
SRCAP	1	1	1	1	1
PUM3	0	0	0	0	0
CPB2	NA	NA	NA	NA	NA
CHRNA3	1	NA	NA	NA	1
KCNN2	0	NA	NA	0	0
CNOT4	1	1	1	1	1
PSEN1	1	1	1	1	1
CPOX	1	1	1	1	1
CLDND1	1	1	1	1	1
MOK	0	0	0	0	0
HSP90AA1	1	1	1	1	1
RBL1	0	0	1	0	0.25
DLGAP4	0	0	1	0	0.25
IGSF9B	1	1	NA	1	1
CFHR2	NA	NA	NA	NA	NA
NDC80	0	0	0	0	0
AP4E1	0	0	0	1	0.25
RSBN1	1	1	0	1	0.75
MAGI3	0	1	0	1	0.5
CXCL2	NA	NA	NA	NA	NA
AFP	NA	NA	NA	NA	NA
COL4A4	NA	0	NA	NA	0
TCF7	0	1	NA	NA	0.5
OSTM1	1	1	1	1	1
CDH7	NA	NA	NA	NA	NA
IMPG2	NA	NA	NA	NA	NA
PCNP	1	1	1	1	1
EXD2	0	0	0	0	0
ARG2	1	0	NA	0	0.333333333333333
MEF2C	0	0	NA	NA	0
PTPRC	NA	NA	NA	NA	NA
CACNA1S	NA	NA	NA	NA	NA
PKP1	NA	NA	0	NA	0
UBA5	1	0	0	0	0.25
STK17B	1	1	1	1	1
CDC14B	1	1	1	1	1
ZNF510	0	0	1	1	0.5
LRP2	1	NA	NA	NA	1
ZNF506	0	NA	1	0	0.333333333333333
JMJD4	0	0	1	0	0.25
DUSP12	1	1	1	1	1
AACS	1	1	1	1	1
KIAA0141	1	1	1	1	1
SLC13A1	NA	NA	NA	NA	NA
CADPS2	0	0	0	0	0
PCDHB4	NA	NA	0	NA	0
PCDHA6	NA	NA	0	NA	0
PCDHGA2	NA	NA	0	NA	0
HSPB11	1	1	0	1	0.75
PHLPP1	1	1	1	1	1
ATP8B1	NA	1	1	1	1
IL12RB2	0	NA	NA	NA	0
SMARCD3	1	1	0	1	0.75
WDR70	1	0	0	0	0.25
FYB	NA	NA	NA	NA	NA
MPP4	NA	NA	NA	NA	NA
STRADB	0	1	1	1	0.75
BZW1	1	1	1	1	1
PGR	NA	NA	1	NA	1
C1QTNF3	NA	0	0	0	0
ME2	1	1	1	1	1
C5orf22	0	0	0	0	0
CCNT2	0	1	1	1	0.75
FAM135A	1	1	NA	0	0.666666666666667
COL19A1	NA	NA	NA	NA	NA
EPB41L3	1	NA	NA	NA	1
COBLL1	1	1	1	1	1
DLG3	1	1	0	0	0.5
KCNK2	NA	NA	NA	NA	NA
SERTAD4	1	NA	1	NA	1
TRAF5	1	1	1	1	1
MRPL22	1	1	1	1	1
GEMIN5	1	1	1	1	1
OPRK1	NA	NA	NA	NA	NA
NFE2L1	0	0	0	1	0.25
SEMA5B	NA	NA	NA	NA	NA
GSK3B	0	0	1	0	0.25
ITGB5	1	1	1	1	1
ERC1	1	1	1	1	1
XPO1	1	1	1	1	1
LINC01587	NA	NA	NA	NA	NA
RNF13	1	1	1	1	1
TRPM3	NA	NA	NA	NA	NA
PALB2	1	1	1	0	0.75
DOPEY1	1	1	1	1	1
LYRM2	1	1	1	0	0.75
BCKDHB	0	0	0	0	0
