Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84.x	gene_type.84.x	chr.x	start.x	stop.x	loc.84.x	gene_name.107.x	gene_type.107.x	chr.107.x	start.107.x	stop.107.x	loc.107.x	gene_id.107.x	gene_id.84.y	gene_type.84.y	chr.y	start.y	stop.y	loc.84.y	gene_name.107.y	gene_type.107.y	chr.107.y	start.107.y	stop.107.y	loc.107.y	gene_id.107.y
B3GNT2	747.875283109324	1.26739271380261	0.226190769207533	5.60320263396673	2.10426978418733e-08	1.31042071397948e-06	ENSG00000170340	protein_coding	chr2	62196113	62224731	chr2:62196113	B3GNT2	protein_coding	chr2	62196115	62224731	chr2:62196115	ENSG00000170340	ENSG00000170340	protein_coding	chr2	62196113	62224731	chr2:62196113	B3GNT2	protein_coding	chr2	62196115	62224731	chr2:62196115	ENSG00000170340
B4GALT1	4154.51475728374	0.623363095584254	0.189702882111916	3.28599696875717	0.00101622103537407	0.018648737085322	ENSG00000086062	protein_coding	chr9	33104082	33167356	chr9:33104082	B4GALT1	protein_coding	chr9	33104082	33167356	chr9:33104082	ENSG00000086062	ENSG00000086062	protein_coding	chr9	33104082	33167356	chr9:33104082	B4GALT1	protein_coding	chr9	33104082	33167356	chr9:33104082	ENSG00000086062
BAMBI	1452.53139395595	-0.890872414220966	0.232899958834359	-3.82512911844078	0.000130703565872162	0.00337520435822573	ENSG00000095739	protein_coding	chr10	28677342	28682939	chr10:28677342	BAMBI	protein_coding	chr10	28677510	28682932	chr10:28677510	ENSG00000095739	ENSG00000095739	protein_coding	chr10	28677342	28682939	chr10:28677342	BAMBI	protein_coding	chr10	28677510	28682932	chr10:28677510	ENSG00000095739
BARD1	948.723728705753	-1.24739784479496	0.21089443600392	-5.91479731960198	3.32284497641027e-09	2.29276303372308e-07	ENSG00000138376	protein_coding	chr2	214725646	214809711	chr2:214725646	BARD1	protein_coding	chr2	214725646	214809683	chr2:214725646	ENSG00000138376	ENSG00000138376	protein_coding	chr2	214725646	214809711	chr2:214725646	BARD1	protein_coding	chr2	214725646	214809683	chr2:214725646	ENSG00000138376
BCAP29	1490.29757966803	1.00651154250193	0.211490807545331	4.75912666930545	1.94432392924119e-06	8.98530622569261e-05	ENSG00000075790	protein_coding	chr7	107579977	107629170	chr7:107579977	BCAP29	protein_coding	chr7	107580246	107629170	chr7:107580246	ENSG00000075790	ENSG00000075790	protein_coding	chr7	107579977	107629170	chr7:107579977	BCAP29	protein_coding	chr7	107580246	107629170	chr7:107580246	ENSG00000075790
BCHE	401.647266211693	-2.33542127291943	0.2775714189027	-8.41376710236181	3.97048682772724e-17	7.20956818718894e-15	ENSG00000114200	protein_coding	chr3	165772904	165837472	chr3:165772904	BCHE	protein_coding	chr3	165772904	165837462	chr3:165772904	ENSG00000114200	ENSG00000114200	protein_coding	chr3	165772904	165837472	chr3:165772904	BCHE	protein_coding	chr3	165772904	165837462	chr3:165772904	ENSG00000114200
BCL2L1	3525.13934521829	0.97111325716296	0.188739345914861	5.14526132564336	2.67148659107213e-07	1.42672271504626e-05	ENSG00000171552	protein_coding	chr20	31664452	31723989	chr20:31664452	BCL2L1	protein_coding	chr20	31664452	31723989	chr20:31664452	ENSG00000171552	ENSG00000171552	protein_coding	chr20	31664452	31723989	chr20:31664452	BCL2L1	protein_coding	chr20	31664452	31723989	chr20:31664452	ENSG00000171552
BCL2L14	54.7499435944418	-1.99260155415324	0.510132132717234	-3.90604987680269	9.38171553358575e-05	0.00254057445768217	ENSG00000121380	protein_coding	chr12	12049844	12211084	chr12:12049844	BCL2L14	protein_coding	chr12	12049844	12211084	chr12:12049844	ENSG00000121380	ENSG00000121380	protein_coding	chr12	12049844	12211084	chr12:12049844	BCL2L14	protein_coding	chr12	12049844	12211084	chr12:12049844	ENSG00000121380
BEND4	850.737865495104	1.32988412585823	0.243201842018895	5.46823212693802	4.54546358432864e-08	2.71312272767021e-06	ENSG00000188848	protein_coding	chr4	42110938	42152878	chr4:42110938	BEND4	protein_coding	chr4	42110853	42152878	chr4:42110853	ENSG00000188848	ENSG00000188848	protein_coding	chr4	42110938	42152878	chr4:42110938	BEND4	protein_coding	chr4	42110853	42152878	chr4:42110853	ENSG00000188848
BHLHE41	211.645371653032	-1.27163347694671	0.300614526854053	-4.23011319597366	2.33573748205945e-05	0.000794703581174074	ENSG00000123095	protein_coding	chr12	26120026	26125127	chr12:26120026	BHLHE41	protein_coding	chr12	26120030	26125037	chr12:26120030	ENSG00000123095	ENSG00000123095	protein_coding	chr12	26120026	26125127	chr12:26120026	BHLHE41	protein_coding	chr12	26120030	26125037	chr12:26120030	ENSG00000123095
BICD2	2603.47012213572	1.55515382362603	0.191712650062234	8.11189988308645	4.98343542656051e-16	8.18707248649227e-14	ENSG00000185963	protein_coding	chr9	92711363	92764812	chr9:92711363	BICD2	protein_coding	chr9	92711363	92764833	chr9:92711363	ENSG00000185963	ENSG00000185963	protein_coding	chr9	92711363	92764812	chr9:92711363	BICD2	protein_coding	chr9	92711363	92764833	chr9:92711363	ENSG00000185963
BMF	402.865540163429	-0.943975803651498	0.322148824075589	-2.93024755362759	0.00338692065555377	0.0474994969986199	ENSG00000104081	protein_coding	chr15	40087890	40108892	chr15:40087890	BMF	protein_coding	chr15	40087890	40108892	chr15:40087890	ENSG00000104081	ENSG00000104081	protein_coding	chr15	40087890	40108892	chr15:40087890	BMF	protein_coding	chr15	40087890	40108892	chr15:40087890	ENSG00000104081
BMP6	868.36277020654	-0.808256965128767	0.227452540921259	-3.55351917307697	0.000380113488318245	0.00828945344309701	ENSG00000153162	protein_coding	chr6	7726797	7881422	chr6:7726797	BMP6	protein_coding	chr6	7726099	7881728	chr6:7726099	ENSG00000153162	ENSG00000153162	protein_coding	chr6	7726797	7881422	chr6:7726797	BMP6	protein_coding	chr6	7726099	7881728	chr6:7726099	ENSG00000153162
BMPR1B	279.966468070441	2.17821133761343	0.296277358191727	7.35193317136258	1.95360483570288e-13	2.40712024399105e-11	ENSG00000138696	protein_coding	chr4	94757968	95158448	chr4:94757968	BMPR1B	protein_coding	chr4	94757955	95158448	chr4:94757955	ENSG00000138696	ENSG00000138696	protein_coding	chr4	94757968	95158448	chr4:94757968	BMPR1B	protein_coding	chr4	94757955	95158448	chr4:94757955	ENSG00000138696
BMX	170.170708421391	-2.02130707368983	0.348933527649638	-5.79281414229537	6.9216692343801e-09	4.60999205764698e-07	ENSG00000102010	protein_coding	chrX	15464246	15556529	chrX:15464246	BMX	protein_coding	chrX	15464246	15556529	chrX:15464246	ENSG00000102010	ENSG00000102010	protein_coding	chrX	15464246	15556529	chrX:15464246	BMX	protein_coding	chrX	15464246	15556529	chrX:15464246	ENSG00000102010
BRD2	10505.4781650306	0.610675483776132	0.188552992932055	3.23874723110966	0.00120055920039515	0.0214907844251601	ENSG00000204256	protein_coding	chr6	32968660	32981505	chr6:32968660	BRD2	protein_coding	chr6	32968594	32981505	chr6:32968594	ENSG00000204256	ENSG00000204256	protein_coding	chr6	32968660	32981505	chr6:32968660	BRD2	protein_coding	chr6	32968594	32981505	chr6:32968594	ENSG00000204256
BTG2	1714.80111296413	-0.748220135848792	0.194003369079305	-3.85673784635634	0.00011491028436674	0.00302626321423857	ENSG00000159388	protein_coding	chr1	203305491	203309602	chr1:203305491	BTG2	protein_coding	chr1	203305491	203309602	chr1:203305491	ENSG00000159388	ENSG00000159388	protein_coding	chr1	203305491	203309602	chr1:203305491	BTG2	protein_coding	chr1	203305491	203309602	chr1:203305491	ENSG00000159388
C16orf74	129.748413982731	-1.16603183281957	0.371436081138733	-3.13925300214452	0.00169379139076683	0.0280941360487767	ENSG00000154102	protein_coding	chr16	85690084	85751129	chr16:85690084	C16orf74	protein_coding	chr16	85690084	85751129	chr16:85690084	ENSG00000154102	ENSG00000154102	protein_coding	chr16	85690084	85751129	chr16:85690084	C16orf74	protein_coding	chr16	85690084	85751129	chr16:85690084	ENSG00000154102
C1orf116	9363.34153081714	1.11413078747544	0.217233603822243	5.12872211238143	2.91715576588892e-07	1.53886657374874e-05	ENSG00000182795	protein_coding	chr1	207018521	207032756	chr1:207018521	C1orf116	protein_coding	chr1	207018522	207032756	chr1:207018522	ENSG00000182795	ENSG00000182795	protein_coding	chr1	207018521	207032756	chr1:207018521	C1orf116	protein_coding	chr1	207018522	207032756	chr1:207018522	ENSG00000182795
C1orf21	4152.45233006909	1.06615982366629	0.183765622889848	5.80173705451626	6.56314263585688e-09	4.38814769257873e-07	ENSG00000116667	protein_coding	chr1	184387058	184629020	chr1:184387058	C1orf21	protein_coding	chr1	184387029	184629019	chr1:184387029	ENSG00000116667	ENSG00000116667	protein_coding	chr1	184387058	184629020	chr1:184387058	C1orf21	protein_coding	chr1	184387029	184629019	chr1:184387029	ENSG00000116667
C1QTNF3-AMACR	366.41935062614	-1.67890446199572	0.387156885001657	-4.33649646186334	1.44771756293879e-05	0.000522450375746739	ENSG00000273294	protein_coding	chr5	33987174	34124528	chr5:33987174	C1QTNF3-AMACR	protein_coding	chr5	33987174	34124528	chr5:33987174	ENSG00000273294	ENSG00000273294	protein_coding	chr5	33987174	34124528	chr5:33987174	C1QTNF3-AMACR	protein_coding	chr5	33987174	34124528	chr5:33987174	ENSG00000273294
C2orf76	494.751166138356	1.06687918370495	0.261143297496741	4.08541668092503	4.39977870807759e-05	0.00138244412958722	ENSG00000186132	protein_coding	chr2	119302225	119366828	chr2:119302225	C2orf76	protein_coding	chr2	119302225	119366834	chr2:119302225	ENSG00000186132	ENSG00000186132	protein_coding	chr2	119302225	119366828	chr2:119302225	C2orf76	protein_coding	chr2	119302225	119366834	chr2:119302225	ENSG00000186132
C3orf58	1805.68871175655	2.37933538656695	0.201287790297941	11.820564888934	3.05622515901557e-32	2.02768784588533e-29	ENSG00000181744	protein_coding	chr3	143971798	144048719	chr3:143971798	DIPK2A	protein_coding	chr3	143971823	144048719	chr3:143971823	ENSG00000181744	ENSG00000181744	protein_coding	chr3	143971798	144048719	chr3:143971798	DIPK2A	protein_coding	chr3	143971823	144048719	chr3:143971823	ENSG00000181744
C5orf30	903.940832330968	-0.998411228842667	0.211163173147309	-4.728150339672	2.2657440012693e-06	0.000102047216767351	ENSG00000181751	protein_coding	chr5	103258702	103278660	chr5:103258702	MACIR	protein_coding	chr5	103258763	103278660	chr5:103258763	ENSG00000181751	ENSG00000181751	protein_coding	chr5	103258702	103278660	chr5:103258702	MACIR	protein_coding	chr5	103258763	103278660	chr5:103258763	ENSG00000181751
C8orf4	95.413445239575	1.34879677359532	0.445894435344745	3.02492398801186	0.00248695621442215	0.0371428525530582	ENSG00000176907	protein_coding	chr8	40153455	40155308	chr8:40153455	TCIM	protein_coding	chr8	40153482	40155310	chr8:40153482	ENSG00000176907	ENSG00000176907	protein_coding	chr8	40153455	40155308	chr8:40153455	TCIM	protein_coding	chr8	40153482	40155310	chr8:40153482	ENSG00000176907
C9orf152	1227.33347112081	1.2362002540706	0.218515871916255	5.65725612162566	1.53812147554158e-08	9.90022218398965e-07	ENSG00000188959	protein_coding	chr9	110190048	110208189	chr9:110190048	C9orf152	protein_coding	chr9	110190048	110208159	chr9:110190048	ENSG00000188959	ENSG00000188959	protein_coding	chr9	110190048	110208189	chr9:110190048	C9orf152	protein_coding	chr9	110190048	110208159	chr9:110190048	ENSG00000188959
CA8	129.97367157051	-2.48194866747632	0.373572186809448	-6.64382616027652	3.05643040992703e-11	2.81943446905033e-09	ENSG00000178538	protein_coding	chr8	60187347	60281412	chr8:60187347	CA8	protein_coding	chr8	60185412	60281400	chr8:60185412	ENSG00000178538	ENSG00000178538	protein_coding	chr8	60187347	60281412	chr8:60187347	CA8	protein_coding	chr8	60185412	60281400	chr8:60185412	ENSG00000178538
CAB39L	974.478613410777	0.647545222157164	0.209622283085064	3.08910490157381	0.00200760538470011	0.0319795487389901	ENSG00000102547	protein_coding	chr13	49308650	49444126	chr13:49308650	CAB39L	protein_coding	chr13	49308650	49444064	chr13:49308650	ENSG00000102547	ENSG00000102547	protein_coding	chr13	49308650	49444126	chr13:49308650	CAB39L	protein_coding	chr13	49308650	49444064	chr13:49308650	ENSG00000102547
CADM1	625.529601255226	-0.91897482608988	0.235681099165974	-3.89923005850678	9.64990539287586e-05	0.00260502140887494	ENSG00000182985	protein_coding	chr11	115169218	115504957	chr11:115169218	CADM1	protein_coding	chr11	115169218	115504957	chr11:115169218	ENSG00000182985	ENSG00000182985	protein_coding	chr11	115169218	115504957	chr11:115169218	CADM1	protein_coding	chr11	115169218	115504957	chr11:115169218	ENSG00000182985
CADPS2	659.170752535054	1.04090286650558	0.227612401346028	4.57313775677428	4.8047401216411e-06	0.000200197505068379	ENSG00000081803	protein_coding	chr7	122318425	122886759	chr7:122318425	CADPS2	protein_coding	chr7	122318411	122886759	chr7:122318411	ENSG00000081803	ENSG00000081803	protein_coding	chr7	122318425	122886759	chr7:122318425	CADPS2	protein_coding	chr7	122318411	122886759	chr7:122318411	ENSG00000081803
CALU	5258.99337025554	0.733583457325491	0.184600945362144	3.97388786870171	7.07088614514021e-05	0.00200613134874455	ENSG00000128595	protein_coding	chr7	128739292	128771807	chr7:128739292	CALU	protein_coding	chr7	128739292	128773400	chr7:128739292	ENSG00000128595	ENSG00000128595	protein_coding	chr7	128739292	128771807	chr7:128739292	CALU	protein_coding	chr7	128739292	128773400	chr7:128739292	ENSG00000128595
CAMK2B	452.816532905374	-0.905766462433836	0.238157575090575	-3.80322339984088	0.000142825447799438	0.00360652775472782	ENSG00000058404	protein_coding	chr7	44217150	44334577	chr7:44217150	CAMK2B	protein_coding	chr7	44210019	44334577	chr7:44210019	ENSG00000058404	ENSG00000058404	protein_coding	chr7	44217150	44334577	chr7:44217150	CAMK2B	protein_coding	chr7	44210019	44334577	chr7:44210019	ENSG00000058404
CAMKK2	7850.86199751752	1.09939521882465	0.191421160999823	5.74333168330157	9.2831635651286e-09	6.13542419534361e-07	ENSG00000110931	protein_coding	chr12	121237691	121298308	chr12:121237691	CAMKK2	protein_coding	chr12	121237675	121298308	chr12:121237675	ENSG00000110931	ENSG00000110931	protein_coding	chr12	121237691	121298308	chr12:121237691	CAMKK2	protein_coding	chr12	121237675	121298308	chr12:121237675	ENSG00000110931
CANT1	6954.15588950067	0.853309945238614	0.183811122230228	4.642319435762	3.44519676946585e-06	0.000148520961972677	ENSG00000171302	protein_coding	chr17	78991717	79009867	chr17:78991717	CANT1	protein_coding	chr17	78991716	79009867	chr17:78991716	ENSG00000171302	ENSG00000171302	protein_coding	chr17	78991717	79009867	chr17:78991717	CANT1	protein_coding	chr17	78991716	79009867	chr17:78991716	ENSG00000171302
CAP2	1272.82904533102	0.785902461706455	0.217892418973608	3.60683710524893	0.000309952103135366	0.00694373218062995	ENSG00000112186	protein_coding	chr6	17393216	17557792	chr6:17393216	CAP2	protein_coding	chr6	17393595	17557780	chr6:17393595	ENSG00000112186	ENSG00000112186	protein_coding	chr6	17393216	17557792	chr6:17393216	CAP2	protein_coding	chr6	17393595	17557780	chr6:17393595	ENSG00000112186
CAPN2	2216.91265476319	0.642606711862973	0.191928476859037	3.34815720095012	0.000813508525303418	0.0155576741258137	ENSG00000162909	protein_coding	chr1	223701593	223776018	chr1:223701593	CAPN2	protein_coding	chr1	223701593	223776018	chr1:223701593	ENSG00000162909	ENSG00000162909	protein_coding	chr1	223701593	223776018	chr1:223701593	CAPN2	protein_coding	chr1	223701593	223776018	chr1:223701593	ENSG00000162909
CAPZB	7299.93156486217	1.086434722775	0.182845245881984	5.94182647481156	2.818637041423e-09	2.02589537352278e-07	ENSG00000077549	protein_coding	chr1	19338776	19485539	chr1:19338776	CAPZB	protein_coding	chr1	19338775	19485539	chr1:19338775	ENSG00000077549	ENSG00000077549	protein_coding	chr1	19338776	19485539	chr1:19338776	CAPZB	protein_coding	chr1	19338775	19485539	chr1:19338775	ENSG00000077549
CARTPT	34.4673411382813	2.66753431944175	0.6691898800797	3.98621437479606	6.71358587856218e-05	0.00193044832952217	ENSG00000164326	protein_coding	chr5	71719163	71721048	chr5:71719163	CARTPT	protein_coding	chr5	71719275	71721048	chr5:71719275	ENSG00000164326	ENSG00000164326	protein_coding	chr5	71719163	71721048	chr5:71719163	CARTPT	protein_coding	chr5	71719275	71721048	chr5:71719275	ENSG00000164326
CBLL1	1911.54982338383	1.19435979130829	0.215193964647448	5.55015468609918	2.85416943372073e-08	1.73973225200292e-06	ENSG00000105879	protein_coding	chr7	107743697	107761667	chr7:107743697	CBLL1	protein_coding	chr7	107743073	107761667	chr7:107743073	ENSG00000105879	ENSG00000105879	protein_coding	chr7	107743697	107761667	chr7:107743697	CBLL1	protein_coding	chr7	107743073	107761667	chr7:107743073	ENSG00000105879
CBWD1	4490.05564970129	1.4522372498286	0.210002744490947	6.91532509895939	4.66791634064113e-12	4.81560462042633e-10	ENSG00000172785	protein_coding	chr9	121038	179147	chr9:121038	CBWD1	protein_coding	chr9	120837	179147	chr9:120837	ENSG00000172785	ENSG00000172785	protein_coding	chr9	121038	179147	chr9:121038	CBWD1	protein_coding	chr9	120837	179147	chr9:120837	ENSG00000172785
CBWD3	1156.75534255446	0.993884982849111	0.208403451647101	4.76904281092283	1.85103324217079e-06	8.58342027619519e-05	ENSG00000196873	protein_coding	chr9	68232003	68300015	chr9:68232003	CBWD3	protein_coding	chr9	68232003	68300035	chr9:68232003	ENSG00000196873	ENSG00000196873	protein_coding	chr9	68232003	68300015	chr9:68232003	CBWD3	protein_coding	chr9	68232003	68300035	chr9:68232003	ENSG00000196873
CCDC141	226.699386328891	4.56740510769508	0.370260846659199	12.3356416129494	5.82232739089911e-35	5.02175737465048e-32	ENSG00000163492	protein_coding	chr2	178829757	179050086	chr2:178829757	CCDC141	protein_coding	chr2	178829757	179050137	chr2:178829757	ENSG00000163492	ENSG00000163492	protein_coding	chr2	178829757	179050086	chr2:178829757	CCDC141	protein_coding	chr2	178829757	179050137	chr2:178829757	ENSG00000163492
CCDC149	887.220865247157	0.76250165578289	0.224280297845498	3.39977101469769	0.000674423071239195	0.0134029930632213	ENSG00000181982	protein_coding	chr4	24806117	24980204	chr4:24806117	CCDC149	protein_coding	chr4	24803514	24980204	chr4:24803514	ENSG00000181982	ENSG00000181982	protein_coding	chr4	24806117	24980204	chr4:24806117	CCDC149	protein_coding	chr4	24803514	24980204	chr4:24803514	ENSG00000181982
CCDC69	399.471244283581	-0.803680521352249	0.248355695262145	-3.23600600543485	0.00121214833929026	0.0216455060587547	ENSG00000198624	protein_coding	chr5	151181052	151224145	chr5:151181052	CCDC69	protein_coding	chr5	151181052	151224093	chr5:151181052	ENSG00000198624	ENSG00000198624	protein_coding	chr5	151181052	151224145	chr5:151181052	CCDC69	protein_coding	chr5	151181052	151224093	chr5:151181052	ENSG00000198624
CCDC80	895.090318970281	-2.34309605001373	0.217942441467794	-10.7509856007554	5.86317281651028e-27	2.19868980619136e-24	ENSG00000091986	protein_coding	chr3	112596794	112649530	chr3:112596794	CCDC80	protein_coding	chr3	112596797	112649530	chr3:112596797	ENSG00000091986	ENSG00000091986	protein_coding	chr3	112596794	112649530	chr3:112596794	CCDC80	protein_coding	chr3	112596797	112649530	chr3:112596797	ENSG00000091986
CCDC83	81.0662541318116	-1.71270750364497	0.430324970506487	-3.98003281480303	6.89057559999928e-05	0.00197118456218885	ENSG00000150676	protein_coding	chr11	85855101	85920021	chr11:85855101	CCDC83	protein_coding	chr11	85855101	85920021	chr11:85855101	ENSG00000150676	ENSG00000150676	protein_coding	chr11	85855101	85920021	chr11:85855101	CCDC83	protein_coding	chr11	85855101	85920021	chr11:85855101	ENSG00000150676
