7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
AC003956.1	6	4	2	2	1	0	4	3	1	1	2	3
AC003958.2	1	1.00413	0	0	0	0	1	0	2	0	0	0
AC003958.6	0	0	0	0	0	0	0	0	0	0	0	0
AC003968.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.1	0.471177	0	0.496243	0	0	0	0	0	0	0	0	0
AC003973.3	11.049	28.1067	18.1493	13.2946	1.01948	1.01405	3.03586	1.01074	1.00685	1.00935	1.00328	2.0106
AC003973.4	1	0	2	3.211	1	0	1	0	4.1725	0	0	0
AC003973.5	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.5	0	0	0	0	2	6	4.67335	1.56451	0	1	0	0
AC003986.6	12	8	15	8	6	20	21	11	9	13	16	8
AC003986.7	3	3	3	1	4	6	7	7	3	2	1	4
AC003988.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.3	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003991.3	10.8899	15.8255	21.4846	1.641329	8.41681	12.3636	15.6949	5.49505	9.48212	3.15178	13.576	13.2743
AC004000.1	0.428571	0.938859	0.0915922	0	0.243951	0.265147	0.285714	0	0	0	0	0
AC004000.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004004.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.3	0	0	0	1	0	0	0	0	0	0	0	0
AC004016.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004019.10	0	4.00617	1.00126	1.00194	1.00156	1	1.00065	1.00228	0	0	0	0
AC004019.13	9.15889	5.76853	8.55891	10.0462	5.68969	8.25961	5.80463	5.25309	5.25774	4.31212	2.22145	3.92816
AC004022.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.8	0	0	0	0	0	0	0	0	0	0	0	0
AC004051.2	0	0	0	1	0	0	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004053.1	4.03585	5.08212	1.17186	0	0	1.1066	4.34606	1.02062	1.5794	1.08225	2.21398	2.26898
AC004053.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004054.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004057.1	930.498	744.243	673.554	810.8	644.199	464.564	578.324	548.261	696.131	352.414	368.24	534.807
AC004062.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	1.52657	0	0	1	1	2.39281	2.78646	1	0	0.529615	0	0
AC004066.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.5	4	8	2	7	5	8	4	8	4	2	2	4
AC004069.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.2	0	1.05869	0	0	1.07398	0	0	1.06897	0	0	1.06134	3.14399
AC004070.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.5	11.2407	11.6741	15.0102	9.21299	5.26739	14.4694	18.0962	8.14223	9.03127	7.40297	14.2445	10.1957
AC004076.7	29.392	21.0372	14.9898	27.4267	36.0967	30	35.2057	37	38.224	27.0779	29.0854	41.3565
AC004076.9	0	0	0	0	1.58278	0	0	0	0	1.59706	0	0
AC004079.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004108.1	0.686528	0	0	0	0	0	0	0	0	0	0	0
AC004112.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004125.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.7	1	0	1	2	3	1	0	0	0	0	0	0
AC004129.9	0	1.00041	0	0	0	2.00082	1.00056	0	0	0	0	0
AC004156.3	33.3794	27.5913	13.7785	27.1067	13.1319	27.5453	36.1519	28.0206	39.7199	19.3468	33.3026	31.2417
AC004158.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004158.3	3.18668	5.71981	9.15254	9.62993	2.45301	5.08945	12.7553	7.59098	4.38483	3.4902	6.43127	8.54081
AC004159.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004221.2	2	0	2	3	0	6	6	1	1	1	2	2
AC004231.2	3.72394	3	2.73419	0	3.92422	5	1	3	3	3	1	0
AC004237.1	0	0	0	1	1	0	1	1	0	3	1	0
AC004257.1	0	3.21445	1.09516	0	0	1.0638	0	3.09498	0	2.18836	0	0
AC004381.6	88.90826	111	56.56484	101	67	89	81.999970410536	71	60.99999	52	69	58
AC004381.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004383.3	1	1	4	3	4	0	4	2	2	1	3	2
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	2	0	2	0	4	0	4.00062	3.00085	1	2	2	0
AC004448.2	0	0	0	0	0	0	0	0	1	0	0	0
AC004448.5	2	4	2	0	0	1	2	1	1	2	0	1
AC004449.6	7	2	5	9	3	0	2	2	0	2	1	5
AC004453.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004453.8	0	0	1.06274	1.06118	3.19853	2.12152	3.1717	3.17822	1.06137	1.06273	0	2.11628
AC004458.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004460.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.4	0	0	0	0	0	0	1	0	0	0	1	1
AC004470.1	0	0	0	5.5921	0	0.5174	2.00556	0	0	1.3489	0.893742	0
AC004471.10	28	20.4451	19.475	13.273	7.00407	12.0806	9.05904	5.01867	14	11.4404	6.26513	7
AC004471.9	1	1	4	2	1	2	0	0	1	0	0	1
AC004477.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004485.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004490.1	3.26439	8.40364	1.38692	7.40124	1.33909	6.05502	5.97737	0	1.5778	6.40273	8.12799	0
AC004492.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004510.3	0.622972	1.80943	0.805996	0	0	0	0	0	0	0	0	2
AC004520.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004535.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004538.3	7	2	0	0	1	0	0	0	1	1	2	3
AC004540.4	0	0	1	0	0	0	0	0	0	0	0	0
AC004540.5	0	1	0	0	0	0	0	0	0	1	0	0
AC004541.1	0	0	0	0	0	0	0	1	0	0	0	0
AC004543.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.2	0	1	0	0	0	0	0	0	3	2	0	2
AC004549.6	3.00349	0	0	0	2.00639	0	0	0	0	0	0	0
AC004552.1	0	0.00539239	0	2.29126	4.62254	0	2.23891	1.00374	2.80492	0	0.588671	1.85508
AC004593.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004595.1	1	4.29536	0	2.16058	1.37158	3	1	1.10505	1.07985	0	1.0724	0
AC004603.4	3	1	0	1	0	1	0	0	0	0	1	0
AC004623.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004623.3	28.0112	32.6216	17.7974	16.6415	21.0779	26.0535	24.5241	16.3882	24.3148	19.3236	24.4897	28.002
AC004637.1	0	0	0	1	0	0	0	1	0	0	0	1
AC004655.1	0	0.99121	0	0	0	0	0	0	0	0	0	0
AC004656.1	0	10.0852	4.23263	4.10202	4.91461	5.16532	9.96381	5.93906	2.04032	6.50702	1.59327	2.04544
AC004673.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.1	1.57597	1.27849	1	0	0	1	0	1	0	0	1	0
AC004691.5	1	2	1	0	1	2	1	0	0	0	0	0
AC004692.4	4	2	3	3	0	1	0	1	0	0	2	6
AC004692.5	1.00132	0	0	0	0	0	1.00021	0	0	0	0	0
AC004699.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004702.2	0	0	0	5.61577	1.16553	2.35453	0	0	0	0	0	1.1027
AC004744.3	0	0	0	0	0	0	0	0	2	0	0	0
AC004745.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004754.3	10.5298	6.6595	0	16.9074	3.27087	0	0	0	6.72286	6.57842	16.0894	6.26986
AC004769.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004775.5	0	0	0	0	0	0	0	1	0	0	0	0
AC004791.2	0	0	0	0	0	1	0	0	0	0	0	0
AC004812.1	7.4101	8.97117	6.63032	5.22743	5.31715	1.8028	8.60615	1.36802	8.51742	4.33119	9.31618	2
AC004813.1	28.7246	18.4291	29.671	33.7957	17.3906	24.4257	16.8065	16.5542	15.4202	11.0939	19.1005	19.5901
AC004816.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004819.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.2	4.97317	5.88476	10.7325	3.09935	5.46956	4.15348	8.91036	6.38261	5.72939	1.29471	12.0567	4.81259
AC004832.1	1.05363	1.03828	2.18124	0	0	0	0	0	1.04159	0	1.41205	0
AC004837.1	2	0	0	0	0	0	0	0	0	0	0	0
AC004837.3	0	0.868898	0	0	0	3	4	0	0	0	0	0
AC004837.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.5	12	12	4	11	3	2	3	3	1	1	3	4
AC004840.8	0	0	0	0	0	0	0	0	1	0	0	0
AC004846.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004850.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004853.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004854.4	3	1	2	1	0	0	1	0	1	2	1	0
AC004854.5	0	0	0	0	0	2	0	0	0	1	0	0
AC004862.6	0	0	0	0	0	0	0	0	0	0	0	1.00148
AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	1
AC004869.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.5	0	0	0	0	1	0	0	0	0	0	0	0
AC004875.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.2	1.00043	0	1.00054	0	0	1.00028	0	0	0	3	0	0
AC004878.8	0	0	2	1.08768	1	0	0	1	0	0	2	0
AC004893.10	2	0	1	1	1	2	2	0	1	0	0	3
AC004893.11	40.2343	60.6504	25.29682	35.17639	24.15095	39.00509	33.79617	26.63378	32.89295	24.39082	31.15916	35.56634
AC004895.1	1	4.37645	1.84096	1	0.712583	1	0	1	2.87023	1.13755	0	0
AC004895.4	0	1	1	1	1	0	0	0	0	0	1	0
AC004899.3	0	0	0	1.04985	0	0	0	0	0	0	0	0
AC004901.1	0	1	0	0	0	0	0	2	0	0	0	0
AC004906.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004911.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004915.1	0	0	0.13817	0	0.0994665	0	0.0859742	0	0	0	0	0
AC004920.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004920.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004924.1	1.44028e-06	0	0	0	0	0	0	0	0	0	0	0
AC004932.1	3.48209	6.55944	7.36516	4.29833	3.17223	4.72699	11.4811	0	2.08025	2.10505	4.04778	1.21022
AC004938.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004941.3	5.28087	4.06108	6.10712	2.02273	1.00572	7.20454	3.00793	4.13109	7.08809	6.20644	2.00203	5.00476
AC004941.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004943.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004945.1	0	0	0	1	0	0	0	0	2	0	0	0
AC004946.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004947.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004951.5	0	7.19932	4.26469	3.09639	4.77982	9.24665	1.86155	3.21345	4.17213	5.79918	5.36196	10.5554
AC004951.6	81.8738	73.2505	73.732	56.9028	38.9614	60.9486	62.4524	67.6753	41.2177	33.3311	64.4406	64.716
AC004953.1	2.04833	0	3.13899	3.53996	1.05775	0	1.36913	4.18194	7.40607	1.0709	1.00184	0
AC004967.7	56.2517	49.9956	40.673	39.6493	31.167	51.4425	39.273	43.4431	34.1604	24.8376	40.5303	40.389
AC004969.1	0	0	0	0	0	0	0	0	0	1	0	0
AC004980.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.10	0	0	2.37762	4.36505	1.17525	3.79456	3.66365	7.69104	4.69204	6.12693	3.52554	8.88349
AC004980.7	60.3623	101.774	65.1523	74.6957	41.5841	79.2784	68.0612	46.7078	48.8648	66.4393	52.641	58.8705
AC004980.8	0	0	0	0	1	0	0	0	0	0	0	0
AC004980.9	13.3217	6.77635	12.7382	6.25757	3.09156	5.1721	2.04006	2.69097	5.79597	2.1094	3.69912	1.41205
AC004984.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004985.12	1.37774	0	0	1.88603	2.63882	2.52303	1.55584	0	2.33948	0	1.06491	0
AC004987.10	0	0	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	1.30973	0	0	0	0	0	0	0	0	0	0
AC004988.1	4.26917	5.21823	7.38948	4.56153	0	5.75634	1.08544	4.93717	3.45979	1.07249	5.37265	2.27677
AC005000.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005008.2	3	1	0	1	0	1	0	0	0	0	0	1
AC005008.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005014.5	1.00104	0	0	0	1	0	0	0	0	0	1	0
AC005017.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005024.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005027.3	0	0	2	0	0	0	0	2	1	0	1	0
AC005033.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005037.1	1	0.339545	0.538456	2.22043	1.23177e-07	0	0.0152056	0	2.88421	0	0	0
AC005037.3	0	0	1.85782	2.09751	0	0	0	0	2.46176	1.59482	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.2	1	1	1	1	0	4	2	0	1	1	0	0
AC005042.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.4	8.00364	7.01246	1.00055	4	2	6	3	2.00343	10.0047	9	5	4.00232
AC005042.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005052.1	1	0	0	0	0	0	0	0	0	0	1	2
AC005062.2	0	0	1	1	1	0	1	0	1	1	0	0
AC005071.1	0	0	0	0	0	2	0	0	0	0	0	0
AC005071.2	0	0	0	0	0	1	0	0	0	0	0	0
AC005071.3	0	7	0.5	1	0	0.5	4	2	0	0	1	1
AC005071.4	0	0	0.5	0	0	0.5	0	0	0	2	0	1
AC005076.5	3	8	13	6	8	3	5	8	4	5	2	1
AC005077.14	0	1	0	0	1	0	0	0	1	1	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.7	0	0	0	0	0	0	1.06138	1.06816	0	0	0	0
AC005077.8	1	0	0	0	0	0	0	0	0	0	0	2
AC005077.9	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.12	7.00423	13.0084	5.00127	5.00126	2.00104	5.00411	6.00133	4.00203	6.00208	3.004	7.01008	4.00117
AC005083.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005086.1	6.5364	2	1	1.92275	0.523983	1.54263	3	0	0.766594	1	0.649136	0
AC005086.2	0	0	3.6198	5.61694	2.18618	1.9647	5.04241	7.89553	3.56933	3	0	2.83468
AC005086.3	8.60258	6.22718	9.18676	6.83425	2.75918	4.15097	2.00575	1.26701	2.0083	6.91905	9.11985	8.53173
AC005088.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005102.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005104.3	7.02807	3.014	9.0384	5.0206	1.00367	3.02593	3.00892	2.0113	4.0329	2.00821	6.04765	3.01053
AC005105.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.1	6.63399	2.01683	1.77361	3.01401	7.5403	0	0	1.63297	0	0.580942	0	12.1352
AC005150.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005154.6	121.23978	123.902726	135.05517	113.00441	126.196839	155.330923054	149.49429	128.74043	119.35458	122.809223	152.28588	98.89064
AC005154.7	20.9593	16.951	19.7988	20.1095	6.08279	5.44195	16.6025	3.28694	12.1469	6.34591	10.2555	11.3385
AC005154.8	2	0	2	1	1	3	1	0	1	0	2	1
AC005158.1	0	2	0	0	0	1	0	0	0	0	0	0
AC005159.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	1	0	0
AC005162.4	0	0	0	0	0	1	0	0	0	0	0	0
AC005162.5	0	0	0	0	0	0	1	0	0	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005176.2	6.90967	4.42333	11.8088	3.05401	4.8104	2.81005	2.28466	2.63023	1.08746	0	5.62344	7.14041
AC005176.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005187.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005197.2	5.48749	3.80037	0	1.00936	4.88707	1.21073	1.0008	0	0.0644607	4.02501	0	4.63417
AC005204.1	0	2	0	0	0	0	0	0	0	1.29313	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	1	0	1	1	3	0	2	0	2	1	0
AC005224.2	11.0497	12.0414	6.00276	2.00343	7.40293	6.18899	1.00316	2.01074	7.09024	4.06006	6.12461	2.00604
AC005227.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.1	2	4.09254	4	4.83533	2	7	3	3.16512	1	2	5.54515	1
AC005229.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.7	0	0	0	0	0	0	0	0	0	0	0	0
AC005235.1	3.74854	5.26092	11	14.9815	1.26943	15.7171	14	3.86187	6	7.0405	7.49084	4.6832
AC005237.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005237.4	0	0	0	3	0	1	0	0	0	1	0	0
AC005251.3	1.02729	0	0	0	0	0	0	1.02322	0	2.0631	0	1.02958
AC005253.2	35.6445	49.8414	57.9271	51.4897	25.2227	28.2236	49.6063	37.0696	38.4892	38.5963	26.2864	45.9651
AC005253.4	0	0	0	0	0	0	0	0	0	1.23012	0	0
AC005255.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	1.24996	0	0
AC005262.3	2.19669	1.09159	2.14904	1.09824	3.26684	1.10032	1.05437	1.07012	2.06294	0	1.07719	0
AC005262.4	0	0	0	0	0	1	0	0	0	0	1	0
AC005264.2	3.10953	0	0	2.06212	2.00793	2.0269	0	1.01278	1.01652	1.11532	0	1.00161
AC005276.1	4.12486	4.67774	8.02756	12.6789	7.41507	8.67414	2.97478	4.16915	5.29949	6.65076	5.75241	2.00795
AC005281.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005281.2	0	2	0	0	0	0	3.12483	0	0	0	0	0
AC005284.1	0	0	1	0	0	0	0	0	0	0	0	0
AC005284.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	0	0	0	2	0	0	0	0	0
AC005300.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005301.8	0	0	0	0	0	0	0	0	0	0	0	0
AC005304.1	0	0	0	0	0	0	0	0	0	1	0	0
AC005306.3	2.08704	8.51173	4.30848	0	2.14032	2.13607	10.7902	7.3764	5.32097	2.08398	3.32408	6.41268
AC005307.1	0	1.28829	1	0	1	0	1	0	0	0	0	1
AC005307.3	0	2.10479	2.00314	0	2.066567	1.02283	4.01722	0	1.01856	0	3	2.0204
AC005324.6	0	1.01122	0	2	0	1.00159	2.00043	0	1.00073	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0	0	0
AC005329.7	17.6615	31.0973	17.1216	10.8646	16.4769	18.6683	17.8729	4.986	11.1904	18.3105	14.8489	18.8297
AC005330.2	4	8	4.00771	2.00309	2.00067	6.01788	5.00839	2	5	5.00436	4	4.00297
AC005336.4	0	0	0	0	0	0	0	0	0	0	0	0
AC005336.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005339.1	0	0	0	0	0	0	0	0	0	0.595292	0	0.475629
AC005339.2	0.299183	3.26941	0	1.08766	0	0	0	0	2.45834	0.499628	0	0
AC005351.1	0	0	0	0	0	0	1.01641	0	0	0	0	0
AC005355.1	1	5	1	0	0	0	0	0	0	3	0	0
AC005355.2	0	6.01276	0	2.04095	0	0	0	2.00377	0	3.00728	2.00486	1
AC005355.3	0	0	0	0	0	0	0	2	0	0	0	0
AC005357.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005363.11	0	1	1	0	0	0	0	0	0	0	0	0
AC005363.9	29	18	19	34	11	11	15	12	35	39	55	44
AC005371.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005387.2	2	0	4	1	2	1	1	0	0	0	1	1
AC005387.3	1	3	1	2	0	5	5	2	1	0	1	4
AC005391.2	0	2	0	1	2	1	0	0	0	0	0	0
AC005392.13	3	1	2	2	0	0	1	0	2	3	2	0
AC005394.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005412.1	0	3.45202	0	2.8839	0	2.83814	0	2	4.43436	0	0	3.60712
AC005477.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005480.1	1.00068	0	0	1.00108	0	1.00186	0	0	1.00117	0	0	0
AC005481.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005487.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005488.11	0	0	0	0	0	0.758892	0	0.599865	1.12817	0	0	0
AC005498.1	0.712803	0	0	0	0	0	0	0.835328	1.91363	0	0	0
AC005498.3	0	4	3	3	1	1	4	2	2	0	2	2
AC005498.4	1	0	0	0	2	0	0	1	0	0	0	0
AC005513.1	1.21899	0	0	0	0	0	0	0	0	0	0	0
AC005514.2	1.12006	0	0	1	0	0	1.06039	0	2	0	0	0
AC005517.3	18.0225	14.0229	7.00999	9.01482	9.05063	7.05389	12.0762	7.04549	8.05627	8.05949	10.0734	4.03681
AC005518.2	0	0	0	0	0	0	1	0	0	0	0	0
AC005519.4	33.5586	34.8508	23.9832	18.2496	12.4958	24.2513	27.676	10.9589	20.8377	19.931	11.8433	17.6805
AC005522.6	0	0	1.00042	0	0	0	0	0	0	0	0	0
AC005522.7	0	0	0	0	0	0	3.99999	0	0	0	0	0
AC005523.2	890.977	941.356	672.15	753.935	641.608	750.867	736.104	586.224	652.455	690.579	565.154	600.449
AC005523.3	0	0	0	0	0	0	0	3	1	0	0	0
AC005532.5	3	1	0	7	6	1	1	1	0	0	4	2
AC005534.6	0	0	0	0	0	0	0	1	0	0	0	0
AC005534.8	0	1.06279	1	0	0	0	0	0	0	0	0	0
AC005537.2	2	1	1	2	0	1.0009	2	3	1	0	2	0
AC005538.1	2.09391	7.33967	1.0264	5.15197	1.08347	0	5.0756	0	2.12837	3.09517	1.47697	3.04709
AC005538.3	7.95058	2.15437	0	0.0403044	29.1186	3.92478e-05	12.8468	8.18524e-08	1.16875	41.7256	56.8029	0.490827
AC005538.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005539.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005540.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005540.3	12.6837	12.4515	6.88575	6.95892	4.54204	2.23389	2.24755	6.88594	11.9724	7.9588	7.90738	11.554
AC005546.2	1.04046	2.04818	1.00495	2.01328	2.04278	0	4.02718	0	0	0	3.02637	2.14916
AC005549.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005549.2	0.428571	0.938859	0.0915922	0	0.243951	0.265147	0.285714	0	0	0	0	0
AC005550.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005562.1	3.8466	4.74687	4.60031	3.52733	6.55971	0	4.74238	2.12156	4	1.00212	4	1.00275
AC005562.2	0.5	0	0	0	0	0	0	0	0	0	0.5	0
AC005578.3	0	1	0	0	0	1.00589	2.02832	0	0	2	1	0
AC005588.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005592.1	1	2	0	0	1	1	1	1	0	0	2	0
AC005592.2	26	32.99997	20	18.99996	12	15.00001	14.000022	14	26.00003	27.00001	9	20.99999
AC005592.3	1	0	0	0	0	0	0	0	0	0	0	1
AC005593.2	0	1	0	0	0	0	0	0	0	0	0	0
AC005597.1	12	4	13	18	9	7	7	14	3	6	5	9
AC005599.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005606.14	14.5236	0	9.50428	11.0638	0	3.61998	0	0	0	2.73799	0	12.3283
AC005606.15	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.16	0.474472	0.618702	0	0	0	0	0.660587	0	0	0	0	0
AC005609.17	1	0	0	0	0	0	0	0	0	0	0	0
AC005609.18	0	0	0	0	0	0	3.45505	0	1.6018	0	1.64241	0
AC005609.19	0	0	0	0	0	1.76761	0.346617	0	0	0	0	0
AC005609.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.20	0	0	0	0	0	0	0	0	0	0	0	0
AC005614.3	8.73282	9.43786	10.5066	10.2728	3.29558	5.25824	10.3962	7.47473	4.17181	7.2529	7.62685	9.52128
AC005614.5	5.29592	20.4704	28.2309	16.124	11.9552	18.5822	13.1201	30.6546	12.9702	22.0075	18.3267	11.1607
AC005616.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005616.2	6.73321	7.13146	4.34143	2.38614	2.59429	3.7521	3.76818	4.7741	4.71713	4.68723	1.82899	1.27627
AC005618.6	29.01161	23.0207	33.0227	30.3103	19.0244	14.0225	47.4165	54.10396	18.02329	20.0977	23.03334	34.897
AC005618.8	3.47678	1.63258	0	0	0	3.77326	0	5.38126	0	1.53533	0.373583	0
AC005618.9	0.100391	1.59579	1.73597	0	0	0	0	1.41961	0	0	0	0.226521
