7496_IG1_20201218	7496_IG3_20201218	7496_ZFX2_ZFY1_20201218	7496_ZFX3_ZFY2_20201218	7497_IG1_20201218	7497_IG3_20201218	7497_ZFX2_ZFY1_20201218	7497_ZFX3_ZFY2_20201218	7506_IG1_20201218	7506_IG3_20201218	7506_ZFX2_ZFY1_20201218	7506_ZFX3_ZFY2_20201218
AC003101.1	3	1	1	1	2	1	3	0	1	1	5	0
AC003104.1	0	3	0	4	0	0	0	0	0	0	0	1
AC003658.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003664.1	3.176	7.4867	1.01095	3.01135	2.01157	3	1.02075	1	7.00167	0	2.02523	3.03515
AC003666.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003682.16	0	0	1	1	1	5	0	0	2	0	3	0
AC003682.17	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.1	1.58483	2.60792	3.15696	0	0	0.499818	2.43516	1.42855	2.31904	0.576997	2.65609	0.196027
AC003956.1	0	1	3	0	0	1	2	0	0	0	0	0
AC003958.2	0	0	0	0	1	0	0	0	0	0	0	0
AC003958.6	0	0	0	0	0	0	0	0	0	0	0	0
AC003968.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.3	17.2683	7.09113	13.1374	3.02743	0	2.01406	0	1.0009	2.02538	1.01353	1.01311	4.05166
AC003973.4	4.0998	8.04549	2.13632	3.00922	9.10527	0	0	2.07158	1	1.00088	0	1.00058
AC003973.5	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1	0	0	0	0	0	0	0	0	0	0	0	1
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.5	0	0	4	0	0	0	1	4	6	0	1	3.22912
AC003986.6	19	24	47	18	5	5	7	11	13	7	8	13
AC003986.7	19	9	14	13	6	2	9	7	17	7	6	12
AC003988.1	0	0	0	0	0	0	0	2	0	0	0	0
AC003989.3	0	1	0	0	0	0	0	0	0	0	0	0
AC003989.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003991.3	28.2845	28.1754	6.31382	8.94517	2.67698	6.17482	1.64163	30.3336	18.363	15.4596	9.73853	14.5407
AC004000.1	0	0.370017	0.767254	0	0.142857	0.714286	0	0	0.36034	0.160273	0.146907	0.396639
AC004000.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004004.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	1	0	0	0	0	0	0
AC004012.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004016.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004019.10	0	0	0	1.00145	0	5.00652	0	2.0029	3.00248	4.01173	1.00169	0
AC004019.13	11.5917	29.6924	18.3076	20.0418	4.23916	8.25005	3.04087	6.21909	7.39865	8.15244	2.19658	3.01686
AC004022.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.8	0	0	0	0	0	0	0	0	0	0	0	0
AC004051.2	0	0	1	0	1	0	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004053.1	1.06555	5.9054	2.39573	0	0	12.0989	7.0657	1.00438	2.29795	1.01709	1.01343	0
AC004053.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004054.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004057.1	2555	3025.01	2107.81	1956.77	1343.33	2033.67	2516.05	3176.33	5309.98	3024.34	3763.96	3765.47
AC004062.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	2.07091	2.0052	8.05142	0	0	4	7	1.81536	4	0	1	1
AC004066.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.5	14	14	18	8	7	6	5	2	10	4	6	15
AC004069.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.2	1.10069	0	0	1.08593	2.1759	0	0	2.1678	3.39	3.33901	5.57376	3.3209
AC004070.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.5	25.2875	28.938	32.166	34.042	23.2906	21.6268	12.0211	13.0158	6.27892	12.6837	9.01404	9.34801
AC004076.7	67.6843	61.1529	34.3829	74.7168	7.98467	19.1095	13	10	75.0652	47.0655	34	53
AC004076.9	1.27784	2.3807	12.1458	1.79519	2.09086	0	0	0	3.18804	1.72997	1.94955	0
AC004079.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004108.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004112.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004125.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.7	0	0	0	0	0	4	0	1	0	0	0	0
AC004129.9	0	0	0	0	0	0	0	0	1.00081	0	0	0
AC004156.3	38.7861	64.805	41.6665	42.6193	29.5035	27.822	36.8718	27.0874	37.0043	16.8503	31.4417	21.1807
AC004158.1	0	1.90915	0	2.95053	0	1.75816	0	0	0	0	0	0
AC004158.3	5.35193	8.93391	9.58942	8.29926	3.04462	3.85299	1.5361	2.19258	12.5988	5.58781	10.4077	8.0771
AC004159.1	0	0	0	0	1	0	0	0	0	1	0	0
AC004160.4	0	0	0	0	0	1	0	0	0	0	2	0
AC004221.2	0	3	2	3	0	6	1	5	9	5	3	2
AC004231.2	1.20275	6	7	8	16	11	4.07267	9.74191	3	2	6	5.80378
AC004237.1	2	3	1	5	2	0	5	0	2	0	3	3
AC004257.1	4.04333	2.86613	1.00804	0	0	0	3.03752	0	0	0	0	0
AC004381.6	214.5341	255.52730136178	210.0002	332.9997	119	181.3496	149.0001	175	415.9188	304.99968725	304.0003	354.0001
AC004381.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004383.3	3	3	2	1	5	5	0	0	0	1	0	0
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	5.00015	7.00036	1.00008	3.00032	3.0002	1.14821	3.00045	1.00007	5.00103	3.00029	2.00038	4.00021
AC004448.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004448.5	3	3	6	2	0	0	0	4	0	2	3	0
AC004449.6	5	5	6	0	3	3	0	3	4	0	2	14
AC004453.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004453.8	3.22929	3.23915	4.32438	3.23926	2.15761	2.13653	6.39442	3.20806	8.60595	9.64348	6.44612	12.8854
AC004458.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004460.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.4	0	1	0	0	0	0	0	0	0	0	0	0
AC004470.1	0	0	0	0	0	0	0	0	0	1.45244	0	1.02078
AC004471.10	14	31	21.621	42.0338	20.5797	36	13.0019	42.0015	35.419	20.0857	31.4689	15.7503
AC004471.9	1	3	6	1	7	1	1	2	4.58101	1	1	5
AC004477.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004485.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004490.1	5.93252	7.90959	7.17116	8.85155	1.26438	7.04969	1.69333	8.72737	3.38108	0	1.85524	4.36451
AC004492.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004510.3	1	0.683575	1.80526	0	1	0	0	0	0.916449	0.748197	4.95451	1.56936
AC004520.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004535.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004538.3	2	1	4	11	0	1	0	0	14	1	4	1
AC004540.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004540.5	0	0	0	0	0	1	0	0	2	1	0	8
AC004541.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.2	0	2	0	0	0	0	0	0	1	0	0	0
AC004549.6	4.01715	1.00605	2.00841	0	0	0	1.0059	0	0	0	4.02357	0
AC004552.1	0	0	1.16498	3.53214	2.43703	0	0	0	0	0	0	0
AC004593.3	0	0	0	1	0	0	0	0	0	0	0	0
AC004595.1	6.80683	6.31237	7.11027	1	1.18172	3.83432	0	1.09444	2	0	0	0
AC004603.4	0	3	1	5	0	0	0	0	3	0	1	0
AC004623.2	0	0	0	0	0	0	0	0	0	0	15.4256	0
AC004623.3	26.8692	63.2841	41.1634	48.7813	30.1567	26.2486	12.2451	19.2985	16.762	9.11729	15.5449	11.859
AC004637.1	0	0	0	0	0	0	0	1	0	0	0	0
AC004655.1	0	0	0	0	0	0	0	8.29687e-07	0	0	0	0
AC004656.1	0	3.91469	9.76349	8.23597	8.69958	8.79869	2.21643	2.46274	0	0	0	1.95492
AC004673.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.1	0	0	0	0	0	0	0	0	0	0	0	1
AC004691.5	8	4	3	0	0	0	3	0	1	1	2	0
AC004692.4	9	8	7	2	4	5	9	6	8	8	4	0
AC004692.5	0	2.00349	0	0	2.00429	0	1.00113	0	1.0012	0	0	2.00239
AC004699.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004702.2	0	1.93909	0	0	0	0	0	0	0	0	0	0
AC004744.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004745.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004754.3	3.54777	8.03851	7.81659	0	0	8.34409	3.67057	0	20.9255	17.4813	17.4715	10.1918
AC004769.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004775.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004791.2	1	2	6	4	0	0	1	0	0	0	0	0
AC004812.1	12.5161	22.0081	10.1474	6.56517	10.578	12.9089	9.12708	9.73205	10.9766	5.40892	9.59213	7.41174
AC004813.1	37.1429	60.3734	60.7456	31.4898	62.8889	48.9794	22.3868	37.6509	16.6106	25.2018	33.8407	31.1699
AC004816.1	1	0	0	0	0	0	0	0	0	0	0	0
AC004819.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.2	1.82959	12.0855	5.20956	3.09853	10.0595	6.46766	4.63136	0.489565	2.39899	0	1.13487	4.6418
AC004832.1	0	0	1	0	0	0	0	0	1.52374	0	0	0
AC004837.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.3	0	9.30803	0	0	7.80428	0	0	10.8091	0	0	0	0
AC004837.4	0	0	0	0	0	5.48232	0	10.1909	0	0	0	0
AC004837.5	14	12	6	6	8	9	5	0	4	7	1	0
AC004840.8	0	0	0	0	0	0	0	0	0	0	0	0
AC004846.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004850.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004853.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004854.4	4	1	2	3	0	0	4	0	1	0	2	3
AC004854.5	0	0	0	0	0	0	1	2	0	0	0	0
AC004862.6	1.00719	0	0	1	0	0	1	0	0	0	0	0
AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.3	0	0	0	0	1	0	0	0	0	0	0	0
AC004870.3	0	2	0	0	0	0	0	0	0	0	0	0
AC004870.4	6	6	1	0	1	0	0	1	0	0	0	0
AC004870.5	0	0	0	0	0	0	0	0	0	1	0	0
AC004875.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.2	0	3.00021	0	0	0	0	0	0	0	0	0	0
AC004878.8	0	0	0	3	0	3	0	0	0	0	0	2
AC004893.10	1.00051	2	0	0	2	3	0	2	0	1	2	0
AC004893.11	41.21384	87.4518	59.9648	46.93541	20.7995	48.9276	23.3999	18.17237	22.29747	15.83228	8.53231	8.15839
AC004895.1	0	1.05902	6.92948	6.01432	0	3	2	1.06321	1	1	3	2.48741
AC004895.4	0	1	0	0	1	1	1	0	1	0	0	0
AC004899.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004901.1	1	9	1	0	1	1	1	5	4	2	0	1
AC004906.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004911.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004915.1	0.110203	0.151032	0.237028	0	0	0	0.0917718	0	0	0	0	0
AC004920.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004920.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004924.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004932.1	6.23832	10.5744	7.9965	9.4098	0	0	1.35716	5.70949	0	1.29796	2	3.88638
AC004938.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004941.3	2.01439	24.2512	13.4769	9.11908	6.77139	3.18826	2.04402	4.08458	1.09199	1.02021	2.08007	7.00795
AC004941.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004943.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004945.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004946.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004947.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004951.5	4.80042	17.7298	13.7269	3.86656	8.90264	4.80011	13.0341	0.61991	10.7973	8.7375	12.4354	0
AC004951.6	107.636	121.123	110.179	83.4874	67.027	81.2678	75.6569	67.6267	68.5745	58.3514	52.1985	81.8723
AC004953.1	1.00805	1.73815	2.42993	0	1.20525	0	0	1	3.86745	1.02304	0	1.18535
AC004967.7	82.1507	83.5746	84.0964	64.1089	52.4677	106.35	151.402	119.578	110.45	65.4112	65.6352	68.6265
AC004969.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.10	7.89651	13.2143	20.1448	13.4547	4.08428	2.571	1.43782	8.03267	0	0	1.43911	0
AC004980.7	154.388	169.361	122.581	128.448	50.864	107.482	64.7736	61.4571	81.9656	35.6654	51.9513	54.99597
AC004980.8	0	1.04212	0	0	0	1.05627	0	0	0	0	0	0
AC004980.9	24.6059	5.35841	15.4683	24.7925	3.24322	20.5141	8.03951	6.63851	27.7845	19.7824	29.2901	15.1309
AC004984.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004985.12	0	2.66062	3.55042	4.08691	3.86745	1.95594	0	0	4.58363	0	1.66797	0
AC004987.10	0	0	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	1.40547	0	0	0	0	0	0	0	0	0	0
AC004988.1	0	7.67915	3.52841	10.3188	34.8346	45.1665	28.3642	32.4212	7.79651	5.12063	9.18222	4.46093
AC005000.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005008.2	0	1	2	2	0	3	0	1	2	5	9	2
AC005008.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	0	0	0	0	0	0	1.58931	0	0	0
AC005014.5	0	1.00065	0	0	1.00045	0	0	0	3.00164	0	0	0
AC005017.2	3	0	1.02271	0	1	0	0	0	0	0	0	0
AC005019.2	0	1.00349	0	0	0	0	0	1.00158	0	0	0	0
AC005019.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005024.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005027.3	1	0	2	0	2	0	5	2	0	5	1	0
AC005033.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	1	0	0	0	0	0	0	0	0
AC005037.1	0	0	0	0.239673	0	0	0	1.98086	0	0	0	0.856049
AC005037.3	0	0	0	0	0	0	4.45824	6.82373	2.86974	0	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.2	1.00002	0	2	3	0	0	0	0	5	2	1	3.00006
AC005042.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.4	0	14.0075	4.00663	7.02673	1	5.00489	2.00327	1.00461	2.0012	0	0	2.00353
AC005042.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005052.1	0	4	0	0	0	0	0	0	2	1	0	0
AC005062.2	0	0	7	0	0	2.03919	6	1	3.19991	0	1	3
AC005071.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005071.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005071.3	1	3	0	0	0	0	0	0	0	0	0	1
AC005071.4	0	0	0	0	0	0	0	0	0	0	0	0
AC005076.5	13	12	17	16	10	3	9	8	15	13	11	8
AC005077.14	0	0	0	0	6	4	2	0	1	0	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.7	0	0	0	0	0	0	3.66303	0	0	0	0	0
AC005077.8	0	0	0	1	1	0	0	0	0	0	0	0
AC005077.9	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.12	4.00263	9.00429	15.0165	29.0263	8.01326	12.0019	9.01023	10.0088	16.013	7.00593	9.00783	6.00633
AC005083.1	0	0	0	0	0	0	1	0	3	0	1	1
AC005086.1	1.93352	1.00282	3.91453	4.77491	5.91007	0	5.8405	2	1.02891	2.81361	0	1.00213
AC005086.2	2.67638	5.20614	0.796913	4.64665	10.2294	0	0	1.8659	4.26189	0	0	1.35079
AC005086.3	10.0577	12.8395	0	3.63051	4.04205	6.84287	3.54008	4.01158	5.04808	3.76883	9.67544	2.79467
AC005088.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005102.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005104.3	7.02419	9.02743	4.0231	1.00282	1.00152	0	0	0	1.00088	1.00217	0	0
AC005105.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.1	6.90831	4.91526	12.2175	11.2793	8.00177	14.0505	4.41697	7.27127	0	0	2.72916	6.40744
AC005150.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	1	1	0	1
AC005154.6	180.3336862	289.80929	216.52388	214.9738	141.97548	131.80427	133.5744432	140.913515	226.18796	140.292560468229	180.183074	175.85611
AC005154.7	20.5184	17.5316	16.6839	10.9097	7.7532	13.9809	3.18879	8.51153	5.1548	3.99203	4.61154	0
AC005154.8	2	0	1	0	2	0	0	0	0	0	1	0
AC005158.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005159.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005162.4	0	0	0	0	0	0	0	0	1	0	0	0
AC005162.5	0	0	1	2	0	0	0	0	0	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005176.2	7.16847	10.1091	16.6133	13.1436	7.3315	12.9394	12.1548	16.6639	9.06916	10.4353	11.5375	18.7026
AC005176.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005187.1	1	0	0	1	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005197.2	7.3987	5.0087	1.09934	2.00388	2.41988	0.136797	0	1.00612	0	0	1.0016	0
AC005204.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	5	2	5	0	5	2	6	2	1	2	5
AC005224.2	4.0576	11.2764	15.0397	5.01136	7.04135	11.8808	3	3.00321	3.00471	2.78671	5.28042	4.00247
AC005227.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.1	5.3798	20.9812	16	5	6	5	2.08939	11	8	2	6	3
AC005229.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.7	0	0	0	0	0	0	0	0	0	0	0	0
AC005235.1	14.01	14.0465	9.47579	21.4481	6.74819	3.03718	6.00025	2.44006	4	7.24838	1.2947	7
AC005237.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005237.4	0	0	0	0	0	1	0	0	0	0	0	0
AC005251.3	0	2.0711	5.2105	5.19207	1.03948	1.04317	2.07762	0	6.22013	1.036	1.038	0
AC005253.2	49.5775	53.8233	49.2007	37.0849	14.7697	21.7864	23.6524	25.8524	21.7331	37.522	25.4177	13.1981
AC005253.4	0	0	0	0	0	0	0	0	0	2.7949	0	0
AC005255.3	0	0	0	0	0	0	4.87363	0	0	9.82521	0	0
AC005255.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	4	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	1.60635	0	0	0	0	0
AC005262.3	2.30203	1.12864	0	2.23802	2.23126	0	0	1.09196	0	1.12436	0	2.24847
AC005262.4	0	0	2	0	0	0	0	0	0	1	1	0
AC005264.2	1.09768	1.05183	0	0	4.18612	0	0	0	0	0	3.02531	0
AC005276.1	13.9885	15.2531	7.69077	9.21245	2.41291	8.82655	2.84784	10.8004	8.31637	2.15453	2.29897	6.01769
AC005281.1	0	0	0	0	4	0	0	0	0	0	0	0
AC005281.2	1.04125	1.18766	2	0	2.60765	0	4.58467	0	1.20135	8.07968	7.85978	3.51123
AC005284.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005284.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005300.5	0	0	0	0	0	0	0	0	1.00005	0	0	0
AC005301.8	0	0	0	0	0	0	0	0	0	0	0	0
AC005304.1	0	0	0	2	0	0	0	0	0	0	0	0
AC005306.3	1.06494	5.30887	6.25313	0	7.50294	2.12816	0	1.05193	2.18049	0	1.08593	4.33289
AC005307.1	0	6.37955	1.65861	0	0	0	0	0	5	0	1	9.14447
AC005307.3	1.02917	4.21227	0	0	4	8.04298	7.05857	6.01873	1.05151	1.02361	2.01062	5.02612
AC005324.6	0	3.03231	0	6.00065	0	0	0	0	3.00232	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0	0	0
AC005329.7	26.5043	35.1542	17.4621	35.2061	40.6076	36.1752	38.1817	16.833	51.1189	40.6252	23.0962	16.8682
AC005330.2	5.00836	14.0095	12.0027	4.00055	1.00119	1.0023	1	0	8.00814	1.00142	5.00353	8.00339
AC005336.4	0	0	0	0	0	0	0	0	0	0	0	0
AC005336.5	0	0	1	0	0	0	0	0	0	0	0	0
AC005339.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005339.2	0	0	1.11884	0	1.08494	0	4.69464	0	5.94642e-08	10.5923	13.9759	0.802873
AC005351.1	0	0	0	0	0	0	0	5	2	0	0	0
AC005355.1	1	1	0	0	0	2	0	2	2	0	0	3
AC005355.2	3.86117	2.00018	2.00162	6.00925	2.23007	1.19318	0	0	2.00068	6.00113	1.02941	0
AC005355.3	0	1	0	0	0	0	0	0	0	0	0	0
AC005357.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005363.11	3	0	1	1	1	1	1	3	4	3	1	0
AC005363.9	11	20	18	11	6	17	4	4	5	6	7	6
AC005371.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005387.2	0	0	0	0	1	0	3	0	0	0	1	0
AC005387.3	3	2	3	5	0	1	0	0	0	0	0	3
AC005391.2	1	2	1	0	0	0	0	0	0	0	0	0
AC005392.13	2	2	0	3	3	1	1	0	14	13	8	14
AC005394.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005412.1	4.58239	5.7632	6.75355	0	0	4.77248	2.01418	0	1.19003	3	2	0
AC005477.1	0	0	0	0	0	0	0	2	0	0	0	0
AC005480.1	0	0	0	0	0	2.0047	1.00245	0	1.00236	3.00878	1.00279	0
AC005481.5	0	0	0	0	0	0	0	0	0	0	2	0
AC005487.2	0	0	0	0	0	1	0	0	0	0	0	0
AC005488.11	0	2.43466	0	0	0	0	0	0	0	0	0	0
AC005498.1	1.59975	0	0	0	0	1.73885	0	1.66822	1.87021	0	0	0
AC005498.3	7	11	4	7	8	3	5	8	17	10	8	10
AC005498.4	0	0	0	2	0	1	0	3	0	0	0	0
AC005513.1	0	1.21441	0	0	0	2	1.12805	0	0	0	0	0
AC005514.2	0	0	1.11389	0	0	0	1	1.05352	0	0	0	1
AC005517.3	15.0538	21.0699	14.0753	14.0634	10.0331	17.058	9.03625	6.01758	14.0468	21.0781	9.03283	11.0404
AC005518.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005519.4	25.0138	37.9034	30.8374	31.3678	6.3364	20.3672	0	11.4151	12.9574	7.49379	9.61411	9.82306
AC005522.6	1.00017	0	0	0	0	0	0	0	0	0	0	0
AC005522.7	0	3	0	0	0	0	0	0	0	0	0	0
AC005523.2	1014.38	1456.67	1266.26	1153.93	742.435	901.389	792.258	859.793	1514.28	1021.2	1022.43	1143.22
AC005523.3	1	1	0	2	0	2	0	0	2	1	2	0
AC005532.5	4	0	2	2	3	16.00003	6	2	1	4	9	0
AC005534.6	0	2.00064	2.00028	0	0	0	1.00014	0	0	0	0	1.00014
AC005534.8	0	0	0	0	0	0	0	6.85315	0	0	0	0
AC005537.2	2	1	0	2	0	0	0	0	0	0	0	0
AC005538.1	0	5.43271	6.83289	2.03099	0	1.80539	1.05275	0	1.55439	3	2.0347	2.01375
AC005538.3	0.000137734	0.285623	96.6087	21.781	79.7308	121.618	5.63113e-05	211.741	57.2931	59.7322	72.0409	3.82254e-05
AC005538.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005539.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005540.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005540.3	1.1257	15.4873	4.31724	2.26055	10.4033	12.805	7.05533	14.0106	12.404	14.9274	11.0597	12.9316
AC005546.2	3.00693	2.02277	1.0354	0	0	4.00247	0	0	0	0	0	0
AC005549.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005549.2	0	0.370017	0.767254	0	0.142857	0.714286	0	0	0.36034	0.160273	0.146907	0.396639
AC005550.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005562.1	1.00313	3.23073	6.26653	2.00393	0	1.88815	0	0	0	0	1.00314	3.00182
AC005562.2	0	0.5	0	0	0	1	0.5	0	0	0	0	0
AC005578.3	0	5.01717	1.01188	2	3.04529	0	0	1	1.0183	1.03797	4	2.0777
AC005588.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005592.1	3	5	4	1	6	3	0	0	1	2	2	0
AC005592.2	51.00005	88	61.00005	44.9999277	36.99997	59	39.00001	64.99991	86	53.00009	73.0001	60.00001
AC005592.3	0	0	0	1	0	0	0	0	2	0	0	1
AC005593.2	0	0	1	0	3	5	2	4	0	2	1	1
AC005597.1	12	10	9	23	6	31	17	20	22	13	18	13
AC005599.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005606.14	0	0	3.53481	0	0	0	1.61098	0	5.41349	0	0	0
AC005606.15	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.16	2	0	0	0	0	0	0	0	0	0	1	4.13104
AC005609.17	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.18	0.403884	0	0	0.620846	3.13429	0	2	0	0	0	0	0.604643
