7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
AC002456.2	0.473852	0.20801	0.598793	0.566109	0.307192	0.476048	0.714744	0.81846	0.346893	1.460207	1.40666	1.09234
AC002463.3	0.116518	0.0590041	0.0708562	0.067031	0.0739175	0	0.170628	0.130877	0.0812982	0.0750614	0	0.07899
AC002464.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002465.2	0	0	0	0	0	0	0	0	0	0	0	0
AC002467.7	3.67927	4.35739	4.07383	3.74222	3.97647	2.31927	2.66861	1.95459	5.29994	4.37119	2.74693	5.3748
AC002472.11	0.135223	0.298325	0.427588	0.305042	0	0.398975	0.125607	0.146303	0	0.337548	0.73166	0.380472
AC002480.2	0	0	0	0	0	0	0	0	0	0	0	0
AC002480.3	0.322907	0.378236	0.217432	0.488646	0	0	0	0	0	0.0857145	0	0
AC002480.4	0.146191	0	0	0	0	0	0	0	0	0	0.20569	0
AC002480.5	0.0650596	0.0981699	0	0	0	0.0908072	0	0.0496057	0.182397	0	0	0
AC002486.2	0	0	0	0	0	0	0	0	0	0	0	0
AC002486.3	0	0	0	0	0	0	0	0	0	0	0	0
AC002511.2	0.186142	0	0	0.21252	0	0	0.358959	0	0.257975	0	0	0
AC002511.3	0	0	0	0	0	0	0	0	0	0	0	0
AC002519.6	0	0	0	0	0	0	0	0	0	0	0	0.112867
AC002519.8	0.115906	0.0700016	0.112693	0.0889948	0.029633	0.098052	0.0687976	0.0264315	0.0657013	0.0888695	0.0333205	0.0627284
AC002523.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002530.1	0	0	0.706123	0	0.534653	0	0.329493	0	0	0	0	0
AC002539.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002539.2	0	0	0	0	0	0	0	0	0	0	0	0
AC002542.2	0	0	0	0	0	0	0	0	0	0	0	0
AC002543.2	0.0662902	0.0333003	0.0803559	0	0	0.0344549	0	0.0377388	0	0	0.0466334	0
AC002550.5	0	0	0	0	0	0	0.116465	0	0	0.169215	0	0
AC002550.6	1.53321	1.57505	1.51767	1.44199	0.622193	0.506302	1.20601	0.55167	0.350306	1.66819	0.714862	0.343699
AC002551.1	0.312839	0.570215	0.137286	0.506818	0	0.234813	0.220946	0	0.605007	0.443627	0.645289	0.472627
AC002553.4	0	0	0	0	0	0	0	0	0	0	0.468456	0
AC002558.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002978.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002979.1	0	3.39458	3.26011	8.15701	5.47424	0	1.97845	0	20.9523	0	3.03602	4.7258
AC002981.1	0	0	0	0	0	0	0	0	0	0	0	0
AC002984.2	0	0	0	0	0	0	0	0.257606	0	0	0	0.312737
AC002985.3	0.417123	0.469376	0.20113	0	0.772522	1.20091	0.280282	0	0.221773	0	0.422398	0
AC003001.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003002.6	0	0	0	0	0	0.158551	0	0	0	0	0	0
AC003003.5	0.19495	0.194348	0.181516	0.166271	0.121792	0.150603	0.30724	0.301854	0.100404	0.452582	0.317939	0.321142
AC003005.2	0.1583	0.645097	0.569944	0.180056	0.396155	0.660464	0.461901	0.178331	0	0.204979	0.222876	0
AC003005.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003006.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003006.7	0	0.26755	0	0	0	0	0	0	0	0	0	0
AC003009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003045.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003075.4	3.22867	0.500236	1.41216	1.56668	1.872069	1.393933	2.125842	2.270159	1.46528	1.549828	2.705927	1.380236
AC003080.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003084.2	0	0	0	0	0	0	0	0	0	0	0	0
AC003088.1	0	0	0.420239	0.40246	0	0.17745	0.507474	0	0	0	0	0.239681
AC003090.1	0	0	0	0	0	0	0.0565734	0	0	0	0	0
AC003092.1	2.083152	2.574924	1.667822	2.599895	3.3455	2.242687	1.36455	1.06477	0.554494	1.061853	0.295699	0.180489
AC003092.2	0	0.210448	0	0	0.295966	0.241001	0	0	0	0	0.679355	0
AC003101.1	0.520357	0	0.209807	0	0	0	0.169694	0.195055	0	0	0	0
AC003104.1	0	0	0.169774	0	0	0.0974628	0	0.0527513	0.0653372	0	0	0.124913
AC003658.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003664.1	0.361562	0.445264	0.419857	0	0.524903	0.413336	0.610098	0.925747	2.36505	0.414237	0.7806	0.29589
AC003666.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003681.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003682.16	0.474304	0.24462	0.563068	0.266919	0	0.235435	0	0	0.984838	0.504131	0.329207	0
AC003682.17	0	0	0	0	0	0	0	0	0	0	0	0
AC003688.1	0.80328	0	0	10.5123	1.91859	2.19607	0	0	0	3.53334	2.15212	5.65469
AC003956.1	1.85381	1.26925	0.729433	0.694252	0.372845	0	1.15965	0.990491	0.422661	0.401894	0.859538	1.24532
AC003958.2	0.0128925	0.013106	0	0	0	0	0.0127155	0	0.0362287	0	0	0
AC003958.6	0	0	0	0	0	0	0	0	0	0	0	0
AC003968.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003973.1	0.0466363	0	0.0590112	0	0	0	0	0	0	0	0	0
AC003973.3	0.282923	0.723124	0.56533	0.391508	0.0331706	0.027311	0.0764041	0.029313	0.0361577	0.033065	0.0361644	0.0690884
AC003973.4	0.0430619	0	0.104462	0.15864	0.0547438	0	0.0421674	0	0.250613	0	0	0
AC003973.5	0	0	0	0	0	0	0	0	0	0	0	0
AC003984.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003985.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003986.5	0	0	0	0	0.087759	0.216971	0.157694	0.0613282	0	0.0445361	0	0
AC003986.6	0.478349	0.32295	0.72832	0.367636	0.304723	0.84197	0.825359	0.502134	0.50524	0.669752	0.903978	0.431009
AC003986.7	0.334186	0.337759	0.407735	0.127725	0.563301	0.697119	0.765823	0.880715	0.467614	0.288466	0.158325	0.604836
AC003988.1	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.3	0	0	0	0	0	0	0	0	0	0	0	0
AC003989.4	0	0	0	0	0	0	0	0	0	0	0	0
AC003991.3	0.82255	1.292837	2.08643	0.1999745	0.79641	0.995452	1.260633	0.551185	1.043698	0.308047	1.44468	1.3509
AC004000.1	1.56869	5.29676	0.611683	0	1.7392	1.38986	1.31604	0	0	0	0	0
AC004000.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004004.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004006.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004009.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004012.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004014.3	0	0	0	0.203303	0	0	0	0	0	0	0	0
AC004016.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004019.10	0	0.193138	0.05766	0.0545635	0.0601328	0.0494742	0.0463511	0.0541707	0	0	0	0
AC004019.13	0.2694	0.172453	0.307676	0.342706	0.213579	0.257142	0.16782	0.176218	0.216465	0.163401	0.0925368	0.156604
AC004022.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004022.8	0	0	0	0	0	0	0	0	0	0	0	0
AC004051.2	0	0	0	0.0314376	0	0	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004053.1	0.0917601	0.116403	0.0324188	0	0	0.0265071	0.0971324	0.0264608	0.0505523	0.0315804	0.0710652	0.0692834
AC004053.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004054.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004057.1	300.188	246.712	256.251	293.854	250.355	135.421	174.838	188.708	307.394	148.118	165.255	231.549
AC004062.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004063.1	0.212653	0	0	0.155966	0.171106	0.332323	0.368509	0.154273	0	0.0951624	0	0
AC004066.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004066.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004067.5	0.427421	0.863124	0.258464	0.855106	0.679289	0.886416	0.41754	0.965568	0.598807	0.276986	0.300427	0.577452
AC004069.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004069.2	0	0.177415	0	0	0.222585	0	0	0.198317	0	0	0.243606	0.693927
AC004070.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004074.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004076.5	0.20038	0.210214	0.326104	0.189525	0.119788	0.271503	0.317797	0.165594	0.225821	0.169312	0.358349	0.244601
AC004076.7	4.24804	3.12061	2.5946	4.49374	6.43462	4.40474	4.86384	5.88995	7.63875	5.10793	5.86569	8.08225
AC004076.9	0	0	0	0	0.205552	0	0	0	0	0.21208	0	0
AC004079.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004108.1	2.1981	0	0	0	0	0	0	0	0	0	0	0
AC004112.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004125.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004129.7	0.47588	0	0.552302	1.0582	1.67605	0.452462	0	0	0	0	0	0
AC004129.9	0	0.0776543	0	0	0	0.156203	0.0736663	0	0	0	0	0
AC004156.3	0.495864	0.419109	0.252065	0.47016	0.250905	0.434512	0.53198	0.478843	0.830109	0.370047	0.705186	0.63211
AC004158.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004158.3	0.120059	0.21835	0.419789	0.418099	0.117403	0.20171	0.469386	0.324495	0.230846	0.16921	0.342499	0.43488
AC004159.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004160.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004221.2	0.128001	0	0.156678	0.222855	0	0.401248	0.37672	0.0725907	0.0892183	0.0830762	0.181641	0.174299
AC004231.2	0.339629	0.275314	0.301667	0	0.449763	0.468738	0.0886253	0.30944	0.382488	0.352825	0.128057	0
AC004237.1	0	0	0	0.206769	0.22593	0	0.173611	0.201298	0	0.712495	0.256626	0
AC004257.1	0	1.68738	0.649616	0	0	0.515595	0	1.64353	0	1.4404	0	0
AC004381.6	1.8886424	2.445763	1.446641	2.584833	1.783369	2.007147	1.67209180873184	1.706286	1.8232013	1.43178	2.155011	1.726156
AC004381.7	0	0	0	0	0	0	0	0	0	0	0	0
AC004383.3	0.468946	0.481246	2.17832	1.56508	2.20558	0	1.73166	0.976754	1.27303	0.603942	1.92646	1.25179
AC004386.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004386.4	0.201632	0	0.24271	0	0.506976	0	0.390337	0.340822	0.140398	0.259912	0.282335	0
AC004448.2	0	0	0	0	0	0	0	0	0.2344	0	0	0
AC004448.5	0.191298	0.3525	0.232126	0	0	0.0896557	0.187349	0.10803	0.106502	0.224223	0	0.311361
AC004449.6	1.60922	0.468641	1.34733	2.28522	0.822402	0	0.42837	0.48478	0	0.598145	0.317627	1.56488
AC004453.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004453.8	0	0	0.302449	0.287006	0.942648	0.50366	0.724771	0.836622	0.346865	0.324216	0	0.67723
AC004458.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004460.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004461.4	0	0	0	0	0	0	0.211237	0	0	0	0.307358	0.298076
AC004470.1	0	0	0	24.7353	0	1.99571	6.68709	0	0	5.1326	4.23754	0
AC004471.10	0.941251	0.699228	0.804073	0.518927	0.30083	0.43097	0.301909	0.193454	0.661779	0.49679	0.299801	0.321055
AC004471.9	0.118177	0.122103	0.57373	0.272102	0.147898	0.243196	0	0	0.162917	0	0	0.160992
AC004477.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004485.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004490.1	0.0566746	0.148409	0.0295561	0.149141	0.0298	0.111245	0.102511	0	0.0383442	0.143193	0.201013	0
AC004492.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004510.3	0.170099	0.508048	0.261055	0	0	0	0	0	0	0	0	0.734187
AC004520.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004535.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004538.3	1.006875	0.176403	0	0	0.0500413	0	0	0	0.0554071	0.174835	0.438147	0.4157207
AC004540.4	0	0	0.168024	0	0	0	0	0	0	0	0	0
AC004540.5	0	0.091881	0	0	0	0	0	0	0	0.117757	0	0
AC004541.1	0	0	0	0	0	0	0	3.53519	0	0	0	0
AC004543.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004543.2	0	0.296554	0	0	0	0	0	0	1.18489	0.751998	0	0.775626
AC004549.6	0.147709	0	0	0	0.125194	0	0	0	0	0	0	0
AC004552.1	0	0.0162406	0	8.84348	18.0821	0	7.05257	3.35349	11.6921	0	2.40542	7.58791
AC004593.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004595.1	3.02977	12.6694	0	8.13448	5.20209	9.80463	3.06297	3.61782	4.44826	0	4.27299	0
AC004603.4	0.0796913	0.0269416	0	0.0307117	0	0.0279013	0	0	0	0	0.0377001	0
AC004623.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004623.3	0.667835	0.792369	0.518862	0.459399	0.643063	0.657741	0.57644	0.44679	0.813541	0.592984	0.8277	0.907341
AC004637.1	0	0	0	0.168896	0	0	0	0.167623	0	0	0	0.201517
AC004655.1	0	3.41465	0	0	0	0	0	0	0	0	0	0
AC004656.1	0	29.5741	15.451	15.1317	18.5409	16.692	30.0916	19.2745	8.31193	21.322	6.31474	8.12301
AC004673.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.1	3.05035	2.44396	2.21109	0	0	1.78319	0	1.98065	0	0	2.46954	0
AC004691.5	0.168883	0.343074	0.199107	0	0.205548	0.334315	0.158796	0	0	0	0	0
AC004692.4	1.127882	0.63787	1.09982	0.921218	0	0.288253	0	0.217878	0	0	0.706903	2.5038
AC004692.5	0.225587	0	0	0	0	0	0.216793	0	0	0	0	0
AC004699.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004702.2	0	0	0	6.77865	1.41803	2.33482	0	0	0	0	0	1.57181
AC004744.3	0	0	0	0	0	0	0	0	1.08444	0	0	0
AC004745.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004754.3	0.226031	0.146013	0	0.420856	0.0898407	0	0	0	0.203046	0.182482	0.493041	0.183429
AC004769.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004775.5	0	0	0	0	0	0	0	0.123929	0	0	0	0
AC004791.2	0	0	0	0	0	0.17179	0	0	0	0	0	0
AC004812.1	23.7254	29.6653	27.4996	22.2956	23.4754	6.68847	28.843	4.75445	37.229	15.8283	43.1186	8.73714
AC004813.1	6.89756	4.51004	8.2658	8.88411	5.03981	5.7615	3.75056	4.29109	5.05995	3.46367	6.28883	6.35316
AC004816.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004819.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.2	5.82902	7.02689	14.2125	3.99459	7.09173	4.39191	9.47205	7.49801	9.04818	1.85453	18.3939	7.32782
AC004832.1	2.95091	2.81469	7.31245	0	0	0	0	0	3.94626	0	5.22111	0
AC004837.1	6.40352	0	0	0	0	0	0	0	0	0	0	0
AC004837.3	0	0.127677	0	0	0	0.435583	0.552113	0	0	0	0	0
AC004837.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.5	1.3162	1.32472	0.52544	1.36863	0.412323	0.225743	0.317504	0.367649	0.152251	0.140271	0.458969	0.588224
AC004840.8	0	0	0	0	0	0	0	0	0.145405	0	0	0
AC004846.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004850.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004853.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004854.4	1.49262	0.509226	1.1527	0.552246	0	0	0.458879	0	0.674183	1.27802	0.678978	0
AC004854.5	0	0	0	0	0	0.62734	0	0	0	0.417998	0	0
AC004862.6	0	0	0	0	0	0	0	0	0	0	0	0.0555452
AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	0.212491
AC004869.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.4	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.5	0	0	0	0	0.0782194	0	0	0	0	0	0	0
AC004875.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.2	0.0793584	0	0.0961114	0	0	0.0820767	0	0	0	0.311262	0	0
AC004878.8	0	0	1.16087	0.605021	0.586528	0	0	0.520275	0	0	1.36792	0
AC004893.10	0.0820479	0	0.0500846	0.0473323	0.052165	0.0860847	0.0805071	0	0.0574803	0	0	0.166763
AC004893.11	0.838077	1.587909	0.667291	1.26538	0.965745	1.044548	0.5623732	0.738933	1.248116	0.784705	0.890582	1.455328
AC004895.1	3.24559	14.5168	7.82132	4.33943	3.28117	3.85524	0	3.51001	12.8417	4.29739	0	0
AC004895.4	0	0.148636	0.165266	0.15615	0.176588	0	0	0	0	0	0.191369	0
AC004899.3	0	0	0	0.0436291	0	0	0	0	0	0	0	0
AC004901.1	0	0.213247	0	0	0	0	0	0.647179	0	0	0	0
AC004906.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004911.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004915.1	0	0	0.706123	0	0.534653	0	0.329493	0	0	0	0	0
AC004920.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004920.3	0	0	0	0	0	0	0	0	0	0	0	0
AC004924.1	2.69321e-06	0	0	0	0	0	0	0	0	0	0	0
AC004932.1	10.5499	19.3474	27.2006	16.183	12.0315	15.4488	35.1664	0	8.56926	6.97782	16.1284	4.88231
AC004938.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004941.3	0.0946437	0.0738307	0.134037	0.0420659	0.0230838	0.136478	0.053201	0.0851053	0.179369	0.14288	0.0507787	0.121272
AC004941.5	0	0	0	0	0	0	0	0	0	0	0	0
AC004943.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004945.1	0	0	0	0.0665352	0	0	0	0	0.160235	0	0	0
AC004946.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004947.2	0	0	0	0	0	0	0	0	0	0	0	0
AC004951.5	0	0.519302	0.365815	0.251432	0.426436	0.676664	0.128476	0.256261	0.409319	0.528135	0.532287	1.00989
AC004951.6	2.17065	1.96616	2.38729	1.7423	1.31286	1.69044	1.62694	2.05004	1.5334	1.13842	2.42061	2.32651
AC004953.1	1.08362	0	1.91781	2.0747	0.651355	0	0.66696	2.28441	5.30307	0.726246	0.72151	0
AC004967.7	13.3704	12.1691	11.4631	10.5496	9.12015	12.3327	8.86907	11.2876	11.0984	6.6259	13.4895	13.0406
AC004969.1	0	0	0	0	0	0	0	0	0	3.79923	0	0
AC004980.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.10	0	0	0.543178	0.954155	0.27983	0.737135	0.682857	1.64414	1.24612	1.50658	0.951168	2.28959
AC004980.7	1.17243	2.0206	1.55632	1.68418	1.03452	1.63624	1.30591	1.03655	1.33124	1.66987	1.4604	1.55685
AC004980.8	0	0	0	0	1.1208	0	0	0	0	0	0	0
AC004980.9	3.22758	1.68235	3.72985	1.74116	0.925909	1.2689	0.473982	0.723545	1.96474	0.66566	1.26804	0.463783
AC004984.1	0	0	0	0	0	0	0	0	0	0	0	0
AC004985.12	0.0582272	0	0	0.0925686	0.142714	0.112319	0.0650135	0	0.13862	0	0.064139	0
AC004987.10	0	0	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	0.0626038	0	0	0	0	0	0	0	0	0	0
AC004988.1	0.156447	0.192511	0.328372	0.19151	0	0.220639	0.0388614	0.205524	0.177442	0.050426	0.277286	0.112242
AC005000.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005008.2	0.631961	0.216249	0	0.292495	0	0.263288	0	0	0	0	0	0.283786
AC005008.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005014.5	0.0156617	0	0	0	0.020055	0	0	0	0	0	0.0223171	0
AC005017.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005024.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005027.3	0	0	0.629616	0	0	0	0	0.571854	0.363685	0	0.370723	0
AC005033.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005037.1	2.67288	0.892949	1.72168	7.13119	4.02756e-07	0	0.0403941	0	10.4895	0	0	0
AC005037.3	0	0	0.175124	0.187027	0	0	0	0	0.264582	0.161712	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.2	0.0765149	0.0777745	0.0930609	0.0880053	0	0.315707	0.149	0	0.106234	0.0986364	0	0
AC005042.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005042.4	0.104017	0.1181134	0.0158636	0.0599952	0.0332501	0.095569	0.0384524	0.0298604	0.236686	0.149948	0.1100877	0.0703592
AC005042.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005052.1	3.02528	0	0	0	0	0	0	0	0	0	3.90251	7.86696
AC005062.2	0	0	0.133816	0.127431	0.139535	0	0.107948	0	0.155738	0.14278	0	0
AC005071.1	0	0	0	0	0	6.90702	0	0	0	0	0	0
AC005071.2	0	0	0	0	0	4.55288	0	0	0	0	0	0
AC005071.3	0	20.5271	1.82522	3.68885	0	1.61578	12.0803	6.49075	0	0	3.96338	3.97127
AC005071.4	0	0	1.82522	0	0	1.61578	0	0	0	6.55354	0	3.97127
AC005076.5	0.292954	0.789341	1.52814	0.66744	0.97599	0.300746	0.47611	0.875361	0.544389	0.630334	0.274575	0.131946
AC005077.14	0	0.0127256	0	0	0.016088	0	0	0	0.0174623	0.016007	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.7	0	0	0	0	0	0	0.111051	0.130192	0	0	0	0
AC005077.8	0.279845	0	0	0	0	0	0	0	0	0	0	0.752541
AC005077.9	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.12	0.207811	0.391371	0.180951	0.171622	0.0750617	0.154643	0.173497	0.134247	0.248894	0.114659	0.293489	0.159703
AC005083.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005086.1	5.11919	1.59215	0.889606	1.64754	0.462122	1.10524	2.12554	0	0.807802	0.981729	0.677536	0
AC005086.2	0	0	3.50862	5.24465	2.09024	1.52917	3.90152	6.73011	4.09512	3.19803	0	3.15915
AC005086.3	7.82205	5.74593	9.44393	6.79073	2.79622	3.41985	1.65005	1.14752	2.44774	7.81802	10.9213	10.1066
AC005088.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005102.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005104.3	1.64448	0.712534	2.53622	1.33991	0.291212	0.708351	0.67777	0.51925	1.30736	0.604139	1.98998	0.950887
AC005105.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.1	0.858933	0.264402	0.273798	0.443561	1.2125	0	0	0.234432	0	0.0975437	0	2.10632
AC005150.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005154.6	12.709234	10.6840185	16.331833	10.222635	13.993346	12.42394332874	13.891284	12.002377	15.7473	14.7052	18.500326	13.46791
AC005154.7	0.807845	0.662503	0.93229	0.893602	0.298605	0.218256	0.628862	0.145086	0.659188	0.313956	0.558959	0.591395
AC005154.8	0.548796	0	0.650809	0.309372	0.333137	0.85573	0.258529	0	0.376024	0	0.766445	0.368994
AC005158.1	0	5.6353	0	0	0	3.04934	0	0	0	0	0	0
AC005159.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0.354547	0	0
AC005162.4	0	0	0	0	0	0.261974	0	0	0	0	0	0
AC005162.5	0	0	0	0	0	0	0.141158	0	0	0	0	0
AC005176.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005176.2	0.20876	0.135172	0.435049	0.106486	0.184499	0.0887366	0.0674617	0.0903197	0.0461173	0	0.239177	0.28945
AC005176.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005187.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005189.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005197.2	0.598412	0.422592	0	0.12701	0.670797	0.137655	0.106266	0	0.00977596	0.565776	0	0.687201
AC005204.1	0	5.8991	0	0	0	0	0	0	0	4.28646	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	0.0772111	0	0.0872482	0.0964745	0.236222	0	0.171936	0	0.198324	0.107656	0
AC005224.2	0.453126	0.498035	0.299319	0.094816	0.386449	0.26614	0.0403642	0.0937601	0.408342	0.21359	0.354592	0.110406
AC005227.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.1	6.05954	12.0711	14.7726	18.2048	7.58552	22.8775	9.18891	10.3623	4.11934	6.6296	22.0946	4.03425
AC005229.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005229.7	0	0	0	0	0	0	0	0	0	0	0	0
AC005235.1	0.0883282	0.124722	0.314079	0.405163	0.0381318	0.388682	0.325001	0.103953	0.198398	0.212861	0.248969	0.148482
AC005237.2	0	0	0	0	0	0	0	0	0	0	0	0
AC005237.4	0	0	0	0.483094	0	0.143489	0	0	0	0.183856	0	0
AC005251.3	0.218068	0	0	0	0	0	0	0.236819	0	0.562464	0	0.290408
AC005253.2	0.957345	1.36201	1.90498	1.6016	0.865501	0.799782	1.3187	1.14289	1.45236	1.33937	1.00065	1.6734
AC005253.4	0	0	0	0	0	0	0	0	0	0.304769	0	0
AC005255.3	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.5	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	0	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	0.24524	0	0
AC005262.3	0.387397	0.196171	0.457593	0.222829	0.719487	0.194806	0.181041	0.210085	0.511874	0	0.270652	0
AC005262.4	0	0	0	0	0	0.293791	0	0	0	0	0.416365	0
AC005264.2	0.0654904	0	0	0.0502977	0.0541804	0.0450866	0	0.0244454	0.0299796	0.0303181	0	0.0287687
